LP_Folder,LP_Catalog,LP_Title,Side,Track_No,Track_Title,Track_Year,Match_Status,Disc_Date,Disc_Title,Disc_AltTitle,Singer,Master,Matrix,Note
DArienzo Interpreta a Lomuto,AVS-4308,D'Arienzo Interpreta a Francisco Lomuto,A,4,Muñequita,1974,matched,12/11/1974,Muñequita,,Instrumental,Tape-S,16788,
DArienzo Interpreta a Lomuto,AVS-4308,D'Arienzo Interpreta a Francisco Lomuto,A,5,Mis Amigos De Ayer,1974,matched,12/11/1974,Mis Amigos de Ayer,,Armando Laborde,Tape-S,16799,
DArienzo Interpreta a Lomuto,AVS-4308,D'Arienzo Interpreta a Francisco Lomuto,A,6,Muchachita Del Campo,1974,matched,12/11/1974,Muchachita del Campo,,Osvaldo Ramos,Tape-S,16798,
DArienzo Interpreta a Lomuto,AVS-4308,D'Arienzo Interpreta a Francisco Lomuto,B,1,La Rezongona,1974,matched,12/11/1974,La Rezongona,,Instrumental,Tape-S,16789,
DArienzo Interpreta a Lomuto,AVS-4308,D'Arienzo Interpreta a Francisco Lomuto,B,2,Dímelo Al Oído,1974,matched,12/11/1974,Dímelo Al Oído,,Osvaldo Ramos,Tape-S,16795,
DArienzo Interpreta a Lomuto,AVS-4308,D'Arienzo Interpreta a Francisco Lomuto,B,3,Nunca Más,1974,matched,12/11/1974,Nunca Más,,Alberto Echagüe,Tape-S,16796,
DArienzo Interpreta a Lomuto,AVS-4308,D'Arienzo Interpreta a Francisco Lomuto,B,4,Tango Amigo,1974,matched,12/11/1974,Tango Amigo,,Armando Laborde,Tape-S,16797,
DArienzo Interpreta a Lomuto,AVS-4308,D'Arienzo Interpreta a Francisco Lomuto,B,5,Cachadora,1974,matched,12/11/1974,Cachadora,,Alberto Echagüe,Tape-S,16794,
DArienzo Interpreta a Lomuto,AVS-4308,D'Arienzo Interpreta a Francisco Lomuto,B,6,Si Dejaras De Quererme,1974,matched,12/11/1974,Si Dejaras de Quererme,,Ramos y Laborde,Tape-S,16793,
El Bar de Rosendo,AVS-4154,El Bar de Rosendo,A,1,Re-Fa-Si,1972,matched,12/14/1972,Re Fa Si,,Instrumental,Tape-S,13686,
El Bar de Rosendo,AVS-4154,El Bar de Rosendo,A,2,Mi Dolor,1972,matched,12/14/1972,Mi Dolor,,Osvaldo Ramos,Tape-S,13690,
El Bar de Rosendo,AVS-4154,El Bar de Rosendo,A,3,Selección De Tangos,1972,matched,12/14/1972,Selección de Tangos,,Instrumental,Tape-S,13688,
El Bar de Rosendo,AVS-4154,El Bar de Rosendo,A,4,Merecés Un Monumento,1972,matched,12/14/1972,Merecés un Monumento,,Echagüe y Laborde,Tape-S,13689,
El Bar de Rosendo,AVS-4154,El Bar de Rosendo,A,5,Entre Sueños,1972,matched,12/14/1972,Entre Sueños,,Instrumental,Tape-S,13692,
El Bar de Rosendo,AVS-4154,El Bar de Rosendo,A,6,Llámame Amor Mío,1972,matched,12/14/1972,Llámame Amor Mío,,Osvaldo Ramos,Tape-S,13696,
El Bar de Rosendo,AVS-4154,El Bar de Rosendo,B,1,El Bar De Rosendo,1972,matched,12/14/1972,El Bar de Rosendo,,Osvaldo Ramos,Tape-S,13691,
El Bar de Rosendo,AVS-4154,El Bar de Rosendo,B,2,Naciste Para El Tango,1972,matched_variant,12/14/1972,Nacistes Para el Tango,,Instrumental,Tape-S,13693,fuzzy 0.98 of 'Nacistes Para el Tango'
El Bar de Rosendo,AVS-4154,El Bar de Rosendo,B,3,Señor Del Compas,1972,matched,12/14/1972,Señor del Compas,,Osvaldo Ramos,Tape-S,13694,
El Bar de Rosendo,AVS-4154,El Bar de Rosendo,B,4,Adiós Coco,1972,matched,12/14/1972,Adíos Coco,,Instrumental,Tape-S,13687,
El Bar de Rosendo,AVS-4154,El Bar de Rosendo,B,5,Mi Vida Yo La Reviento,1972,matched,12/14/1972,Mi Vida Yo la Reviento,,Osvaldo Ramos,Tape-S,13695,
El Bar de Rosendo,AVS-4154,El Bar de Rosendo,B,6,Y Porque No,1972,matched,12/14/1972,Y Porque No,,Instrumental,Tape-S,13697,
Estampas de Antano,AVL-3556,Estampas de Antaño,A,1,Estampas de Antaño,1964,matched,9/25/1964,Estampas de Antaño,,Armando Laborde,Tape,4534,
Estampas de Antano,AVL-3556,Estampas de Antaño,A,2,Y Cualquier Cantidad,1964,matched,9/25/1964,Y Cualquier Cantidad,,Armando Laborde,Tape,4536,
Estampas de Antano,AVL-3556,Estampas de Antaño,A,3,Cada Vez Te Extraño Más,1964,matched,10/9/1964,Cada Vez Te Extraño Más,,Armando Laborde,Tape-S,4560,
Estampas de Antano,AVL-3556,Estampas de Antaño,A,4,Se Prendió La Colorada,1964,matched,10/2/1964,Se Prendió la Colorada,,Valdez y Laborde,Tape-S,4551,
Estampas de Antano,AVL-3556,Estampas de Antaño,A,5,Necesito Amor,1964,matched,10/2/1964,Necesito Amor,,Jorge Valdez,Tape-S,4550,
Estampas de Antano,AVL-3556,Estampas de Antaño,A,6,Pura Trampa,1964,matched,10/2/1964,Pura Trampa,,Instrumental,Tape-S,4549,
Estampas de Antano,AVL-3556,Estampas de Antaño,B,1,Remembranzas,1964,matched,9/25/1964,Remembranzas,,Jorge Valdez,Tape,4537,
Estampas de Antano,AVL-3556,Estampas de Antaño,B,2,El Ultimo Café,1964,matched,9/25/1964,El Último Café,,Jorge Valdez,Tape,4535,
Estampas de Antano,AVL-3556,Estampas de Antaño,B,3,Puro Cuento,1964,matched,9/25/1964,Puro Cuento,,Armando Laborde,Tape,4538,
Estampas de Antano,AVL-3556,Estampas de Antaño,B,4,Quiero Verte Una Vez Más,1964,matched,9/25/1964,Quiero Verte una Vez Más,Viejo Gaucho,Jorge Valdez,Tape,4539,
Estampas de Antano,AVL-3556,Estampas de Antaño,B,5,El Vino Triste,1960,matched,6/27/1960,El Vino Triste,,Horacio Palma,Tape,1798,
Estampas de Antano,AVL-3556,Estampas de Antaño,B,6,Tambor Moreno,1964,matched,10/2/1964,Tambor Moreno,,Valdez y Laborde,Tape-S,4548,
Juan de Dios Filiberto,AVL-3494,Juan D'Arienzo Interpreta a Juan de Dios Filiberto,A,1,Malevaje,1963,matched,5/30/1963,Malevaje,,Horacio Palma,Tape-S,3858,
Juan de Dios Filiberto,AVL-3494,Juan D'Arienzo Interpreta a Juan de Dios Filiberto,A,2,Clavel del Aire,1963,matched,6/10/1963,Clavel del Aire,,Jorge Valdez,Tape-S,3878,
Juan de Dios Filiberto,AVL-3494,Juan D'Arienzo Interpreta a Juan de Dios Filiberto,A,3,Ladrillo,1963,matched,9/16/1963,Ladrillo,,Héctor Millán,Tape-S,3981,
Juan de Dios Filiberto,AVL-3494,Juan D'Arienzo Interpreta a Juan de Dios Filiberto,A,4,El Pañuelito,1963,matched,8/26/1963,El Pañuelito,,Valdez y Millán,Tape-S,3964,
Juan de Dios Filiberto,AVL-3494,Juan D'Arienzo Interpreta a Juan de Dios Filiberto,A,5,Amigazo,1963,matched,8/1/1963,Amigazo,,Horacio Palma,Tape-S,3940,
Juan de Dios Filiberto,AVL-3494,Juan D'Arienzo Interpreta a Juan de Dios Filiberto,A,6,Compañero,1963,matched,9/9/1963,Compañero,,Héctor Millán,Tape-S,3973,
Juan de Dios Filiberto,AVL-3494,Juan D'Arienzo Interpreta a Juan de Dios Filiberto,B,1,Cuando Llora la Milonga,1963,matched,8/1/1963,Cuando Llora la Milonga,,Héctor Millán,Tape-S,3941,
Juan de Dios Filiberto,AVL-3494,Juan D'Arienzo Interpreta a Juan de Dios Filiberto,B,2,Caminito,1963,matched,6/10/1963,Caminito,,Jorge Valdez,Tape-S,3879,
Juan de Dios Filiberto,AVL-3494,Juan D'Arienzo Interpreta a Juan de Dios Filiberto,B,3,Langosta,1963,matched,8/15/1963,Langosta,,Horacio Palma,Tape-S,3954,
Juan de Dios Filiberto,AVL-3494,Juan D'Arienzo Interpreta a Juan de Dios Filiberto,B,4,Yo Te Bendigo,1963,matched,8/1/1963,Yo Te Bendigo,,Héctor Millán,Tape-S,3942,
Juan de Dios Filiberto,AVL-3494,Juan D'Arienzo Interpreta a Juan de Dios Filiberto,B,5,Quejas de Bandoneón,1963,matched,9/2/1963,Quejas de Bandoneón,,Instrumental,Tape-S,3970,
Juan de Dios Filiberto,AVL-3494,Juan D'Arienzo Interpreta a Juan de Dios Filiberto,B,6,La Canción,1963,matched,8/8/1963,La Canción,Flor de Mburucuyá,Jorge Valdez,Tape-S,3948,
Mi Japon,AVL-3819,Mi Japón,A,1,El Oriental,1968,matched,8/27/1968,El Oriental,,Instrumental,Tape-S,8272,
Mi Japon,AVL-3819,Mi Japón,A,2,Porqué Porqué Mi Dios,1968,matched_variant,8/27/1968,Por Qué Por Qué Mi Dios,,Osvaldo Ramos,Tape-S,8231,variant of 'Por Qué Por Qué Mi Dios'
Mi Japon,AVL-3819,Mi Japón,A,3,No Te Hagas La Lechuguita,1968,matched,8/27/1968,No Te Hagás la Lechuguita,,Armando Laborde,Tape-S,8233,
Mi Japon,AVL-3819,Mi Japón,A,4,Si Pido Más Me Paso,1968,matched,8/27/1968,Si Pido Más Me Paso,,Alberto Echagüe,Tape-S,8236,
Mi Japon,AVL-3819,Mi Japón,A,5,Viejo Lobo,1968,matched,9/6/1968,Viejo Lobo,,Osvaldo Ramos,Tape-S,8288,
Mi Japon,AVL-3819,Mi Japón,A,6,A La D'Arienzo,1968,matched,9/13/1968,A la D'Arienzo,,Instrumental,Tape-S,8298,
Mi Japon,AVL-3819,Mi Japón,B,1,Mi Japón,1968,matched,8/27/1968,Mi Japón,,Alberto Echagüe,Tape-S,8232,
Mi Japon,AVL-3819,Mi Japón,B,2,Siguiendo El Compás,1968,matched,9/13/1968,Siguiendo el Compas,,Instrumental,Tape-S,8297,
Mi Japon,AVL-3819,Mi Japón,B,3,La Pista Esta Que Arde,1968,matched,8/27/1968,La Pista Esta Que Arde,,Armando Laborde,Tape-S,8234,
Mi Japon,AVL-3819,Mi Japón,B,4,Padre Mío,1968,matched,9/6/1968,Padre Mio,,Osvaldo Ramos,Tape-S,8289,
Mi Japon,AVL-3819,Mi Japón,B,5,A Mi Vieja,1968,matched,8/27/1968,A Mi Vieja,,Armando Laborde,Tape-S,8271,
Mi Japon,AVL-3819,Mi Japón,B,6,Gardenias,1968,matched,8/27/1968,Gardenias,,Osvaldo Ramos,Tape-S,8235,
Mi Noche Triste,AVL-3634,Mi Noche Triste,A,1,El Tren De Las Ocho,1965,matched,10/14/1965,El Tren De Las Ocho,,Osvaldo Ramos,Tape-S,5396,
Mi Noche Triste,AVL-3634,Mi Noche Triste,A,2,Solamente Por Amor,1965,matched,10/14/1965,Solamente Por Amor,,Osvaldo Ramos,Tape-S,5394,
Mi Noche Triste,AVL-3634,Mi Noche Triste,A,3,De Puro Curda,1965,matched,10/14/1965,De Puro Curda,,Armando Laborde,Tape-S,5392,
Mi Noche Triste,AVL-3634,Mi Noche Triste,A,4,Solo Tu Voz,1965,matched,11/19/1965,Sólo Tu Voz,,Osvaldo Ramos,Tape-S,5474,
Mi Noche Triste,AVL-3634,Mi Noche Triste,A,5,Cuanto Te Extraño Vida Mía,1965,matched,11/18/1965,Cuanto Te Extraño Vida Mía,,Osvaldo Ramos,Tape-S,5476,
Mi Noche Triste,AVL-3634,Mi Noche Triste,A,6,Amor de Verano,1964,matched,11/18/1964,Amor de Verano,,Jorge Valdez,Tape-S,4664,
Mi Noche Triste,AVL-3634,Mi Noche Triste,B,1,Mi Noche Triste,1965,matched,11/18/1965,Mi Noche Triste,,Armando Laborde,Tape-S,5479,
Mi Noche Triste,AVL-3634,Mi Noche Triste,B,2,Dandy,1965,matched,10/14/1965,Dandy,,Osvaldo Ramos,Tape-S,5391,
Mi Noche Triste,AVL-3634,Mi Noche Triste,B,3,Día De Tango,1965,matched,11/18/1965,Día de Tango,,Armando Laborde,Tape-S,5475,
Mi Noche Triste,AVL-3634,Mi Noche Triste,B,4,Camino Sin Final,1965,matched,10/14/1965,Camino Sin Final,,Osvaldo Ramos,Tape-S,5393,
Mi Noche Triste,AVL-3634,Mi Noche Triste,B,5,El Que Atrasó El Reloj,1965,matched,11/18/1965,El Que Atrasó el Reloj,,Armando Laborde,Tape-S,5477,
Mi Noche Triste,AVL-3634,Mi Noche Triste,B,6,No Nos Veremos Más,1963,matched,9/2/1963,No Nos Veremos Más,,Jorge Valdez,Tape-S,3971,
Sacale Chispas,AVL-4047,Sacale Chispas,A,1,La Torcacita,1971,matched,9/16/1971,La Torcacita,,Instrumental,Tape-S,11860,
Sacale Chispas,AVL-4047,Sacale Chispas,A,2,Sacale Chispas,1971,matched,9/16/1971,Sacale Chispas,,Instrumental,Tape-S,11859,
Sacale Chispas,AVL-4047,Sacale Chispas,A,3,Estoy Pagando La Culpa,1971,matched,9/16/1971,Estoy Pagando la Culpa,,Osvaldo Ramos,Tape-S,11862,
Sacale Chispas,AVL-4047,Sacale Chispas,A,4,La Cara De La Luna,1971,matched,9/30/1971,La Cara de la Luna,,Instrumental,Tape-S,11876,
Sacale Chispas,AVL-4047,Sacale Chispas,A,5,Sisebuta,1971,matched,9/30/1971,Sisebuta,Mi Querida Sisebuta,Alberto Echagüe,Tape-S,11880,
Sacale Chispas,AVL-4047,Sacale Chispas,A,6,Rezongón,1971,matched,9/30/1971,Rezongón,,Armando Laborde,Tape-S,11877,
Sacale Chispas,AVL-4047,Sacale Chispas,B,1,Cenizas,1971,matched,9/16/1971,Cenizas,,Instrumental,Tape-S,11857,
Sacale Chispas,AVL-4047,Sacale Chispas,B,2,Ché Quijote,1971,matched,9/30/1971,Che Quijote,,Armando Laborde,Tape-S,11879,
Sacale Chispas,AVL-4047,Sacale Chispas,B,3,Entrada Prohibida,1971,matched,9/16/1971,Entrada Prohibida,,Instrumental,Tape-S,11858,
Sacale Chispas,AVL-4047,Sacale Chispas,B,4,Quereme Un Poco Más,1971,matched,9/30/1971,Quereme un Poco Más,,Osvaldo Ramos,Tape-S,11878,
Sacale Chispas,AVL-4047,Sacale Chispas,B,5,Luces De Colores,1971,matched,9/16/1971,Luces de Colores,,Instrumental,Tape-S,11861,
Sacale Chispas,AVL-4047,Sacale Chispas,B,6,Sentimiento De Bohemio,1971,matched,9/30/1971,Sentimiento de Bohemio,,Instrumental,Tape-S,11875,
Tiempos Viejos,AVS-4360,Tiempos Viejos,A,1,La Tablada,1965,matched,8/11/1965,La Tablada,,Instrumental,Tape-S,5269,
Tiempos Viejos,AVS-4360,Tiempos Viejos,A,2,El Alacrán,1965,matched,8/27/1965,El Alacrán,,Instrumental,Tape-S,5322,
Tiempos Viejos,AVS-4360,Tiempos Viejos,A,3,El Pollito,1965,matched,8/11/1965,El Pollito,,Instrumental,Tape-S,5271,
Tiempos Viejos,AVS-4360,Tiempos Viejos,A,4,Yo No Sé Que Me Han Hecho Tus Ojos,1965,matched_variant,8/12/1965,Yo No Sé Qué Me Han Echo Tus Ojos,,Osvaldo Ramos,Tape-S,5274,fuzzy 0.99 of 'Yo No Sé Qué Me Han Echo Tus Ojos'
Tiempos Viejos,AVS-4360,Tiempos Viejos,A,5,Charamusca,1965,matched,8/11/1965,Charamusca,,Instrumental,Tape-S,5273,
Tiempos Viejos,AVS-4360,Tiempos Viejos,A,6,Tiempos Viejos,1965,matched,8/12/1965,Tiempos Viejos,Te Acordás Hermano,Armando Laborde,Tape-S,5275,
Tiempos Viejos,AVS-4360,Tiempos Viejos,B,1,El Chamuyo,1965,matched,8/11/1965,El Chamuyo,,Instrumental,Tape-S,5272,
Tiempos Viejos,AVS-4360,Tiempos Viejos,B,2,Nueve Puntos,1965,matched,8/11/1965,Nueve Puntos,,Instrumental,Tape-S,5268,
Tiempos Viejos,AVS-4360,Tiempos Viejos,B,3,Se Acabaron Los Otarios,1965,matched,8/27/1965,Se Acabaron los Otarios,,Armando Laborde,Tape-S,5324,
Tiempos Viejos,AVS-4360,Tiempos Viejos,B,4,El Triunfo,1965,matched,8/12/1965,El Triunfo,,Instrumental,Tape-S,5276,
Tiempos Viejos,AVS-4360,Tiempos Viejos,B,5,El Internado,1965,matched,8/27/1965,El Internado,,Instrumental,Tape-S,5323,
Tiempos Viejos,AVS-4360,Tiempos Viejos,B,6,Sentimiento Gaucho,1965,matched, ,Sentimiento Gaucho,,Osvaldo Ramos,Tape-S,5270,
Tigre Viejo,AVL-3925,Tigre Viejo,A,1,Tigre Viejo,1969,matched,9/18/1969,Tigre Viejo,,Instrumental,Tape-S,9491,
Tigre Viejo,AVL-3925,Tigre Viejo,A,2,Qué Mufa Ché,1969,matched,10/20/1969,Qué Mufa Ché,,Alberto Echagüe,Tape-S,9574,
Tigre Viejo,AVL-3925,Tigre Viejo,A,3,Pelele,1969,matched,10/20/1969,Pelele,,Instrumental,Tape-S,9568,
Tigre Viejo,AVL-3925,Tigre Viejo,A,4,Milonga Para Un Viejo Amor,1969,matched,8/1/1969,Milonga Para un Viejo Amor,,Armando Laborde,Tape-S,9177,
Tigre Viejo,AVL-3925,Tigre Viejo,A,5,De Puro Guapo,1969,matched,9/18/1969,De Puro Guapo,,Instrumental,Tape-S,9487,
Tigre Viejo,AVL-3925,Tigre Viejo,A,6,Sombras de Olvido,1969,matched,8/12/1969,Sombras de Olvido,,Osvaldo Ramos,Tape-S,9441,
Tigre Viejo,AVL-3925,Tigre Viejo,B,1,Ojos Negros,1969,matched,9/18/1969,Ojos Negros,,Instrumental,Tape-S,9485,
Tigre Viejo,AVL-3925,Tigre Viejo,B,2,A Tu Lado,1969,matched,10/20/1969,A Tu Lado,,Osvaldo Ramos,Tape-S,9573,
Tigre Viejo,AVL-3925,Tigre Viejo,B,3,El Aguacero,1969,matched,10/20/1969,El Aguacero,Canción de la Pampa,Ramos y Laborde,Tape-S,9575,
Tigre Viejo,AVL-3925,Tigre Viejo,B,4,La Sonámbula,1969,matched,9/18/1969,La Sonámbula,,Instrumental,Tape-S,9493,
Tigre Viejo,AVL-3925,Tigre Viejo,B,5,Cumpleaños de Mamá,1969,matched,9/18/1969,Cumpleaños de Mamá,,Osvaldo Ramos,Tape-S,9495,
Tigre Viejo,AVL-3925,Tigre Viejo,B,6,El Tren de Buenos Aires,1969,matched,8/1/1969,El Tren de Buenos Aires,,Osvaldo Ramos,Tape-S,9174,
De Ayer y Hoy,AVS-3790,De Ayer y Hoy,A,1,De Ayer y Hoy,1968,,8/21/1967,De Ayer Y Hoy,,,,,
De Ayer y Hoy,AVS-3790,De Ayer y Hoy,A,2,Yo Te Quiero Así,1968,,10/23/1967,Yo Te Quiero Así,,,,,
De Ayer y Hoy,AVS-3790,De Ayer y Hoy,A,3,Sin Explicación,1968,,10/30/1967,El Buey Solo,,,,,
De Ayer y Hoy,AVS-3790,De Ayer y Hoy,A,4,Ventarrón,1968,,10/23/1967,Ventarrón,,,,,
De Ayer y Hoy,AVS-3790,De Ayer y Hoy,A,5,Sin Explicación,1968,,10/30/1967,Sin Explicación,,,,,
De Ayer y Hoy,AVS-3790,De Ayer y Hoy,A,6,Guitarra,1968,,10/30/1967,Guitarra,,,,,
De Ayer y Hoy,AVS-3790,De Ayer y Hoy,B,1,Cordón de Oro,1968,,10/23/1967,Cordón de Oro,,,,,
De Ayer y Hoy,AVS-3790,De Ayer y Hoy,B,2,Eso Sí Que No y Que No,1968,,8/2/1967,Eso Si Que No y Que No,,,,,
De Ayer y Hoy,AVS-3790,De Ayer y Hoy,B,3,El Jagüel,1968,,10/23/1967,El Jaguel,,,,,
De Ayer y Hoy,AVS-3790,De Ayer y Hoy,B,4,D'Arienzo Vos Sos el Rey,1968,,10/30/1967,D'Arienzo Vos Sos El Rey,,,,,
De Ayer y Hoy,AVS-3790,De Ayer y Hoy,B,5,El Recodo,1968,,10/23/1967,El Recodo,,,,,
De Ayer y Hoy,AVS-3790,De Ayer y Hoy,B,6,Buscate un Amorcito,1968,,10/30/1967,Búscate Un Amorcito,,,,,
Con Tus Compas,AVL-3883,Con Tu Compás,A,1,Mariposita ,1969,,9/18/1969,Mariposita ,,,,,
Con Tus Compas,AVL-3883,Con Tu Compás,A,2,Sólo Tuya,1969,,8/12/1969,Solo Tuya ,,,,,
Con Tus Compas,AVL-3883,Con Tu Compás,A,3,El Incendio ,1969,,9/18/1969,El Incendio ,,,,,
Con Tus Compas,AVL-3883,Con Tu Compás,A,4,Con Tu Compás,1969,,8/1/1969,Con Tus Compas ,,,,,
Con Tus Compas,AVL-3883,Con Tu Compás,A,5,El Jaguar ,1969,,9/18/1969,El Jaguar ,,,,,
Con Tus Compas,AVL-3883,Con Tu Compás,A,6,Gotas De Veneno ,1969,,8/12/1969,Gotas De Veneno ,,,,,
Con Tus Compas,AVL-3883,Con Tu Compás,B,1,El Arranque ,1969,,9/18/1969,El Arranque ,,,,,
Con Tus Compas,AVL-3883,Con Tu Compás,B,2,Aquel Abril ,1969,,8/1/1969,Aquel Abril ,,,,,
Con Tus Compas,AVL-3883,Con Tu Compás,B,3,Las Cuarenta ,1969,,8/1/1969,Las Cuarenta ,,,,,
Con Tus Compas,AVL-3883,Con Tu Compás,B,4,Sin Ti ,1969,,8/1/1969,Sin Ti ,,,,,
Con Tus Compas,AVL-3883,Con Tu Compás,B,5,Pregonera ,1969,,9/18/1969,Pregonera ,,,,,
Con Tus Compas,AVL-3883,Con Tu Compás,B,6,La Chiflada ,1969,,9/18/1969,La Chiflada ,,,,,
Morocho y Cantor,AVL-3424,,A,1,Morocho Y Cantor ,1962,,11/6/1961,,,,,,
Morocho y Cantor,AVL-3424,,,2,Yo Te Saludo Palermo ,1962,,,,,,,,
Morocho y Cantor,AVL-3424,,,3,Gran Señor ,1962,,,,,,,,
Morocho y Cantor,AVL-3424,,,4,Una Hora Más ,1962,,,,,,,,
Morocho y Cantor,AVL-3424,,,5,Recuérdame Amor Mío ,1962,,,,,,,,
Morocho y Cantor,AVL-3424,,,6,Poco Y Bueno ,1962,,,,,,,,
Morocho y Cantor,AVL-3424,,,1,Mi Novia De Ayer,1962,,,,,,,,
Morocho y Cantor,AVL-3424,,,2,Cielo De Sombra ,1962,,,,,,,,
Morocho y Cantor,AVL-3424,,,3,Detrás De Tus Mentiras ,1962,,,,,,,,
Morocho y Cantor,AVL-3424,,,4,Cansada De Sufrir,1962,,,,,,,,
Morocho y Cantor,AVL-3424,,,5,"Mi Vida, Que Te Pasa",1962,,,,,,,,
Morocho y Cantor,AVL-3424,,,6,Mientras Sueña Buenos Aires ,1962,,,,,,,,
El Vals de 15 Anos,AVL-3372,El Vals De Los 15 Años,A,1,El Vals de los Quince Años,1961,,6/6/1961,El Vals De Los 15 Años,,,,,
El Vals de 15 Anos,AVL-3372,El Vals De Los 15 Años,A,2,Garronero,1961,,6/9/1961,Garronero,,,,,
El Vals de 15 Anos,AVL-3372,El Vals De Los 15 Años,A,3,Qué Seré Yo,1961,,7/19/1961,Qué Seré Yo,,,,,
El Vals de 15 Anos,AVL-3372,El Vals De Los 15 Años,A,4,Sé Que Te Voy A Llorar,1961,,6/29/1961,Sé Que Te Voy A Llorar,,,,,
El Vals de 15 Anos,AVL-3372,El Vals De Los 15 Años,A,5,Mi Viejo Montevideo,1961,,6/13/1961,Mi Viejo Montevideo,,,,,
El Vals de 15 Anos,AVL-3372,El Vals De Los 15 Años,A,6,Abc del Amor,1961,,7/11/1961,A.B.C. Del Amor,,,,,
El Vals de 15 Anos,AVL-3372,El Vals De Los 15 Años,B,1,Mi Caperucita,1961,,8/4/1961,Mi Caperucita,,,,,
El Vals de 15 Anos,AVL-3372,El Vals De Los 15 Años,B,2,Media Noche,1961,,12/28/1953,Media Noche,,,,,
El Vals de 15 Anos,AVL-3372,El Vals De Los 15 Años,B,3,Adiós Pampa Mía,1961,,6/13/1961,Adiós Pampa Mía,,,,,
El Vals de 15 Anos,AVL-3372,El Vals De Los 15 Años,B,4,Dicha Pasada,1961,,7/11/1961,Dicha Pasada,,,,,
El Vals de 15 Anos,AVL-3372,El Vals De Los 15 Años,B,5,Amigo Bandoneón,1961,,6/29/1961,Amigo Bandoneón,,,,,
El Vals de 15 Anos,AVL-3372,El Vals De Los 15 Años,B,6,En La Madrugada,1961,,7/19/1961,En La Madrugada,,,,,
Ultima Grabacion,RVP-6105,Ultima Grabacion,A,1,Soy Un Gorrion Esquinero,1975,matched,1/30/1975,Soy un Gorrion Esquinero,,Osvaldo Ramos,Tape-S,,
Ultima Grabacion,RVP-6105,Ultima Grabacion,A,2,Rio Bamba,1975,matched,1/30/1975,Rio Bamba,,Instrumental,Tape-S,16815,
Ultima Grabacion,RVP-6105,Ultima Grabacion,A,3,Otra Noche Porteña,1975,matched,1/30/1975,Otra Noche Porteña,,Armando Laborde,Tape-S,,
Ultima Grabacion,RVP-6105,Ultima Grabacion,A,4,Viejo Malevo,1975,matched,1/30/1975,Viejo Malevo,,Armando Laborde,Tape-S,,
Ultima Grabacion,RVP-6105,Ultima Grabacion,A,5,Para Vos Querida Pebeta,1975,matched_variant,1/30/1975,Para Vos Mi Querida Pebeta,,Osvaldo Ramos,Tape-S,16808,fuzzy 0.94 of 'Para Vos Mi Querida Pebeta'
Ultima Grabacion,RVP-6105,Ultima Grabacion,B,1,Chavero Soy,1975,matched,1/30/1975,Chavero Soy,,Osvaldo Ramos,Tape-S,16809,
Ultima Grabacion,RVP-6105,Ultima Grabacion,B,2,Dialogando Con El Rio,1975,matched,1/30/1975,Dialogando con el Río,,Osvaldo Ramos,Tape-S,16810,
Ultima Grabacion,RVP-6105,Ultima Grabacion,B,3,Vamos Topo Todavía,1975,matched,1/30/1975,Vamos Topo Todavia,,Alberto Echagüe,Tape-S,16811,
Ultima Grabacion,RVP-6105,Ultima Grabacion,B,4,Su Pena,1975,matched,1/30/1975,Su Pena,,Osvaldo Ramos,Tape-S,,
Ultima Grabacion,RVP-6105,Ultima Grabacion,B,5,Romance De Otoño,1975,matched,1/30/1975,Romance de Otoño,,Osvaldo Ramos,Tape-S,,
Adios Chantecler,AVL-3204,"Adiós, Chantecler",A,1,"Adiós, Chantecler",1959,matched_year_flex,11/19/1958,Adiós Chantecler,,Jorge Valdez,Tape,0766,LP year 1959 != recording year 1958
Adios Chantecler,AVL-3204,"Adiós, Chantecler",A,2,Justo El 31,1959,matched_year_flex,12/17/1958,Justo el Treinta y Uno,Justo el 31,Mario Bustos,Tape,0818,LP year 1959 != recording year 1958
Adios Chantecler,AVL-3204,"Adiós, Chantecler",A,3,Buenas Noches Mi Amor,1959,matched_year_flex,12/17/1958,Buenas Noches Mi Amor,,Jorge Valdez,Tape,0817,LP year 1959 != recording year 1958
Adios Chantecler,AVL-3204,"Adiós, Chantecler",A,4,Muñeca Brava,1959,matched_year_flex,12/17/1958,Muñeca Brava,,Mario Bustos,Tape,0820,LP year 1959 != recording year 1958
Adios Chantecler,AVL-3204,"Adiós, Chantecler",A,5,Hasta Siempre Amor,1959,matched_year_flex,12/23/1958,Hasta Siempre Amor,,Jorge Valdez,Tape,0827,LP year 1959 != recording year 1958
Adios Chantecler,AVL-3204,"Adiós, Chantecler",A,6,Bonanza,1959,matched_year_flex,12/23/1958,Bonanza,,Mario Bustos,Tape,0829,LP year 1959 != recording year 1958
Adios Chantecler,AVL-3204,"Adiós, Chantecler",A,7,Marinera,1959,matched_year_flex,10/29/1958,Marinera,,Jorge Valdez,Tape,0741,LP year 1959 != recording year 1958
Adios Chantecler,AVL-3204,"Adiós, Chantecler",B,1,El Tigre Millán,1959,matched_year_flex,12/10/1958,El Tigre Millán,,Mario Bustos,Tape,0800,3 takes in discography; picked 1958-12-10 (Mario Bustos) as closest to 1959 LP
Adios Chantecler,AVL-3204,"Adiós, Chantecler",B,2,Sabrás Quien Soy,1959,matched_year_flex,11/12/1958,Sabras Quién Soy,,Jorge Valdez,Tape,0752,LP year 1959 != recording year 1958
