LP_Folder,LP_Catalog,LP_Title,Side,Track_No,Track_Title,Track_Year,Match_Status,Disc_Date,Disc_Title,Disc_AltTitle,Singer,Master,Matrix,Note
DArienzo Interpreta a Lomuto,AVS-4308,D'Arienzo Interpreta a Francisco Lomuto,A,4,Muñequita,1974,matched,1974-12-11,Muñequita,,Instrumental,Tape-S,16788,
DArienzo Interpreta a Lomuto,AVS-4308,D'Arienzo Interpreta a Francisco Lomuto,A,5,Mis Amigos De Ayer,1974,matched,1974-12-11,Mis Amigos de Ayer,,Armando Laborde,Tape-S,16799,
DArienzo Interpreta a Lomuto,AVS-4308,D'Arienzo Interpreta a Francisco Lomuto,A,6,Muchachita Del Campo,1974,matched,1974-12-11,Muchachita del Campo,,Osvaldo Ramos,Tape-S,16798,
DArienzo Interpreta a Lomuto,AVS-4308,D'Arienzo Interpreta a Francisco Lomuto,B,1,La Rezongona,1974,matched,1974-12-11,La Rezongona,,Instrumental,Tape-S,16789,
DArienzo Interpreta a Lomuto,AVS-4308,D'Arienzo Interpreta a Francisco Lomuto,B,2,Dímelo Al Oído,1974,matched,1974-12-11,Dímelo Al Oído,,Osvaldo Ramos,Tape-S,16795,
DArienzo Interpreta a Lomuto,AVS-4308,D'Arienzo Interpreta a Francisco Lomuto,B,3,Nunca Más,1974,matched,1974-12-11,Nunca Más,,Alberto Echagüe,Tape-S,16796,
DArienzo Interpreta a Lomuto,AVS-4308,D'Arienzo Interpreta a Francisco Lomuto,B,4,Tango Amigo,1974,matched,1974-12-11,Tango Amigo,,Armando Laborde,Tape-S,16797,
DArienzo Interpreta a Lomuto,AVS-4308,D'Arienzo Interpreta a Francisco Lomuto,B,5,Cachadora,1974,matched,1974-12-11,Cachadora,,Alberto Echagüe,Tape-S,16794,
DArienzo Interpreta a Lomuto,AVS-4308,D'Arienzo Interpreta a Francisco Lomuto,B,6,Si Dejaras De Quererme,1974,matched,1974-12-11,Si Dejaras de Quererme,,Ramos y Laborde,Tape-S,16793,
El Bar de Rosendo,AVS-4154,El Bar de Rosendo,A,1,Re-Fa-Si,1972,matched,1972-12-14,Re Fa Si,,Instrumental,Tape-S,13686,
El Bar de Rosendo,AVS-4154,El Bar de Rosendo,A,2,Mi Dolor,1972,matched,1972-12-14,Mi Dolor,,Osvaldo Ramos,Tape-S,13690,
El Bar de Rosendo,AVS-4154,El Bar de Rosendo,A,3,Selección De Tangos,1972,matched,1972-12-14,Selección de Tangos,,Instrumental,Tape-S,13688,
El Bar de Rosendo,AVS-4154,El Bar de Rosendo,A,4,Merecés Un Monumento,1972,matched,1972-12-14,Merecés un Monumento,,Echagüe y Laborde,Tape-S,13689,
El Bar de Rosendo,AVS-4154,El Bar de Rosendo,A,5,Entre Sueños,1972,matched,1972-12-14,Entre Sueños,,Instrumental,Tape-S,13692,
El Bar de Rosendo,AVS-4154,El Bar de Rosendo,A,6,Llámame Amor Mío,1972,matched,1972-12-14,Llámame Amor Mío,,Osvaldo Ramos,Tape-S,13696,
El Bar de Rosendo,AVS-4154,El Bar de Rosendo,B,1,El Bar De Rosendo,1972,matched,1972-12-14,El Bar de Rosendo,,Osvaldo Ramos,Tape-S,13691,
El Bar de Rosendo,AVS-4154,El Bar de Rosendo,B,2,Naciste Para El Tango,1972,matched_variant,1972-12-14,Nacistes Para el Tango,,Instrumental,Tape-S,13693,fuzzy 0.98 of 'Nacistes Para el Tango'
El Bar de Rosendo,AVS-4154,El Bar de Rosendo,B,3,Señor Del Compas,1972,matched,1972-12-14,Señor del Compas,,Osvaldo Ramos,Tape-S,13694,
El Bar de Rosendo,AVS-4154,El Bar de Rosendo,B,4,Adiós Coco,1972,matched,1972-12-14,Adíos Coco,,Instrumental,Tape-S,13687,
El Bar de Rosendo,AVS-4154,El Bar de Rosendo,B,5,Mi Vida Yo La Reviento,1972,matched,1972-12-14,Mi Vida Yo la Reviento,,Osvaldo Ramos,Tape-S,13695,
El Bar de Rosendo,AVS-4154,El Bar de Rosendo,B,6,Y Porque No,1972,matched,1972-12-14,Y Porque No,,Instrumental,Tape-S,13697,
Estampas de Antano,AVL-3556,Estampas de Antaño,A,1,Estampas de Antaño,1964,matched,1964-09-25,Estampas de Antaño,,Armando Laborde,Tape,4534,
Estampas de Antano,AVL-3556,Estampas de Antaño,A,2,Y Cualquier Cantidad,1964,matched,1964-09-25,Y Cualquier Cantidad,,Armando Laborde,Tape,4536,
Estampas de Antano,AVL-3556,Estampas de Antaño,A,3,Cada Vez Te Extraño Más,1964,matched,1964-10-09,Cada Vez Te Extraño Más,,Armando Laborde,Tape-S,4560,
Estampas de Antano,AVL-3556,Estampas de Antaño,A,4,Se Prendió La Colorada,1964,matched,1964-10-02,Se Prendió la Colorada,,Valdez y Laborde,Tape-S,4551,
Estampas de Antano,AVL-3556,Estampas de Antaño,A,5,Necesito Amor,1964,matched,1964-10-02,Necesito Amor,,Jorge Valdez,Tape-S,4550,
Estampas de Antano,AVL-3556,Estampas de Antaño,A,6,Pura Trampa,1964,matched,1964-10-02,Pura Trampa,,Instrumental,Tape-S,4549,
Estampas de Antano,AVL-3556,Estampas de Antaño,B,1,Remembranzas,1964,matched,1964-09-25,Remembranzas,,Jorge Valdez,Tape,4537,
Estampas de Antano,AVL-3556,Estampas de Antaño,B,2,El Ultimo Café,1964,matched,1964-09-25,El Último Café,,Jorge Valdez,Tape,4535,
Estampas de Antano,AVL-3556,Estampas de Antaño,B,3,Puro Cuento,1964,matched,1964-09-25,Puro Cuento,,Armando Laborde,Tape,4538,
Estampas de Antano,AVL-3556,Estampas de Antaño,B,4,Quiero Verte Una Vez Más,1964,matched,1964-09-25,Quiero Verte una Vez Más,Viejo Gaucho,Jorge Valdez,Tape,4539,
Estampas de Antano,AVL-3556,Estampas de Antaño,B,5,El Vino Triste,1960,matched,1960-06-27,El Vino Triste,,Horacio Palma,Tape,1798,
Estampas de Antano,AVL-3556,Estampas de Antaño,B,6,Tambor Moreno,1964,matched,1964-10-02,Tambor Moreno,,Valdez y Laborde,Tape-S,4548,
Juan de Dios Filberto,AVL-3494,Juan D'Arienzo Interpreta a Juan de Dios Filiberto,A,1,Malevaje,1963,matched,1963-05-30,Malevaje,,Horacio Palma,Tape-S,3858,
Juan de Dios Filberto,AVL-3494,Juan D'Arienzo Interpreta a Juan de Dios Filiberto,A,2,Clavel del Aire,1963,matched,1963-06-10,Clavel del Aire,,Jorge Valdez,Tape-S,3878,
Juan de Dios Filberto,AVL-3494,Juan D'Arienzo Interpreta a Juan de Dios Filiberto,A,3,Ladrillo,1963,matched,1963-09-16,Ladrillo,,Héctor Millán,Tape-S,3981,
Juan de Dios Filberto,AVL-3494,Juan D'Arienzo Interpreta a Juan de Dios Filiberto,A,4,El Pañuelito,1963,matched,1963-08-26,El Pañuelito,,Valdez y Millán,Tape-S,3964,
Juan de Dios Filberto,AVL-3494,Juan D'Arienzo Interpreta a Juan de Dios Filiberto,A,5,Amigazo,1963,matched,1963-08-01,Amigazo,,Horacio Palma,Tape-S,3940,
Juan de Dios Filberto,AVL-3494,Juan D'Arienzo Interpreta a Juan de Dios Filiberto,A,6,Compañero,1963,matched,1963-09-09,Compañero,,Héctor Millán,Tape-S,3973,
Juan de Dios Filberto,AVL-3494,Juan D'Arienzo Interpreta a Juan de Dios Filiberto,B,1,Cuando Llora la Milonga,1963,matched,1963-08-01,Cuando Llora la Milonga,,Héctor Millán,Tape-S,3941,
Juan de Dios Filberto,AVL-3494,Juan D'Arienzo Interpreta a Juan de Dios Filiberto,B,2,Caminito,1963,matched,1963-06-10,Caminito,,Jorge Valdez,Tape-S,3879,
Juan de Dios Filberto,AVL-3494,Juan D'Arienzo Interpreta a Juan de Dios Filiberto,B,3,Langosta,1963,matched,1963-08-15,Langosta,,Horacio Palma,Tape-S,3954,
Juan de Dios Filberto,AVL-3494,Juan D'Arienzo Interpreta a Juan de Dios Filiberto,B,4,Yo Te Bendigo,1963,matched,1963-08-01,Yo Te Bendigo,,Héctor Millán,Tape-S,3942,
Juan de Dios Filberto,AVL-3494,Juan D'Arienzo Interpreta a Juan de Dios Filiberto,B,5,Quejas de Bandoneón,1963,matched,1963-09-02,Quejas de Bandoneón,,Instrumental,Tape-S,3970,
Juan de Dios Filberto,AVL-3494,Juan D'Arienzo Interpreta a Juan de Dios Filiberto,B,6,La Canción,1963,matched,1963-08-08,La Canción,Flor de Mburucuyá,Jorge Valdez,Tape-S,3948,
Mi Japon,AVL-3819,Mi Japón,A,1,El Oriental,1968,matched,1968-08-27,El Oriental,,Instrumental,Tape-S,8272,
Mi Japon,AVL-3819,Mi Japón,A,2,Porqué Porqué Mi Dios,1968,matched_variant,1968-08-27,Por Qué Por Qué Mi Dios,,Osvaldo Ramos,Tape-S,8231,variant of 'Por Qué Por Qué Mi Dios'
Mi Japon,AVL-3819,Mi Japón,A,3,No Te Hagas La Lechuguita,1968,matched,1968-08-27,No Te Hagás la Lechuguita,,Armando Laborde,Tape-S,8233,
Mi Japon,AVL-3819,Mi Japón,A,4,Si Pido Más Me Paso,1968,matched,1968-08-27,Si Pido Más Me Paso,,Alberto Echagüe,Tape-S,8236,
Mi Japon,AVL-3819,Mi Japón,A,5,Viejo Lobo,1968,matched,1968-09-06,Viejo Lobo,,Osvaldo Ramos,Tape-S,8288,
Mi Japon,AVL-3819,Mi Japón,A,6,A La D'Arienzo,1968,matched,1968-09-13,A la D'Arienzo,,Instrumental,Tape-S,8298,
Mi Japon,AVL-3819,Mi Japón,B,1,Mi Japón,1968,matched,1968-08-27,Mi Japón,,Alberto Echagüe,Tape-S,8232,
Mi Japon,AVL-3819,Mi Japón,B,2,Siguiendo El Compás,1968,matched,1968-09-13,Siguiendo el Compas,,Instrumental,Tape-S,8297,
Mi Japon,AVL-3819,Mi Japón,B,3,La Pista Esta Que Arde,1968,matched,1968-08-27,La Pista Esta Que Arde,,Armando Laborde,Tape-S,8234,
Mi Japon,AVL-3819,Mi Japón,B,4,Padre Mío,1968,matched,1968-09-06,Padre Mio,,Osvaldo Ramos,Tape-S,8289,
Mi Japon,AVL-3819,Mi Japón,B,5,A Mi Vieja,1968,matched,1968-08-27,A Mi Vieja,,Armando Laborde,Tape-S,8271,
Mi Japon,AVL-3819,Mi Japón,B,6,Gardenias,1968,matched,1968-08-27,Gardenias,,Osvaldo Ramos,Tape-S,8235,
Mi Noche Triste,AVL-3634,Mi Noche Triste,A,1,El Tren De Las Ocho,1965,matched,1965-10-14,El Tren De Las Ocho,,Osvaldo Ramos,Tape-S,5396,
Mi Noche Triste,AVL-3634,Mi Noche Triste,A,2,Solamente Por Amor,1965,matched,1965-10-14,Solamente Por Amor,,Osvaldo Ramos,Tape-S,5394,
Mi Noche Triste,AVL-3634,Mi Noche Triste,A,3,De Puro Curda,1965,matched,1965-10-14,De Puro Curda,,Armando Laborde,Tape-S,5392,
Mi Noche Triste,AVL-3634,Mi Noche Triste,A,4,Solo Tu Voz,1965,matched,1965-11-19,Sólo Tu Voz,,Osvaldo Ramos,Tape-S,5474,
Mi Noche Triste,AVL-3634,Mi Noche Triste,A,5,Cuanto Te Extraño Vida Mía,1965,matched,1965-11-18,Cuanto Te Extraño Vida Mía,,Osvaldo Ramos,Tape-S,5476,
Mi Noche Triste,AVL-3634,Mi Noche Triste,A,6,Amor de Verano,1964,matched,1964-11-18,Amor de Verano,,Jorge Valdez,Tape-S,4664,
Mi Noche Triste,AVL-3634,Mi Noche Triste,B,1,Mi Noche Triste,1965,matched,1965-11-18,Mi Noche Triste,,Armando Laborde,Tape-S,5479,
Mi Noche Triste,AVL-3634,Mi Noche Triste,B,2,Dandy,1965,matched,1965-10-14,Dandy,,Osvaldo Ramos,Tape-S,5391,
Mi Noche Triste,AVL-3634,Mi Noche Triste,B,3,Día De Tango,1965,matched,1965-11-18,Día de Tango,,Armando Laborde,Tape-S,5475,
Mi Noche Triste,AVL-3634,Mi Noche Triste,B,4,Camino Sin Final,1965,matched,1965-10-14,Camino Sin Final,,Osvaldo Ramos,Tape-S,5393,
Mi Noche Triste,AVL-3634,Mi Noche Triste,B,5,El Que Atrasó El Reloj,1965,matched,1965-11-18,El Que Atrasó el Reloj,,Armando Laborde,Tape-S,5477,
Mi Noche Triste,AVL-3634,Mi Noche Triste,B,6,No Nos Veremos Más,1963,matched,1963-09-02,No Nos Veremos Más,,Jorge Valdez,Tape-S,3971,
Scale Chipas,AVL-4047,Sacale Chispas,A,1,La Torcacita,1971,matched,1971-09-16,La Torcacita,,Instrumental,Tape-S,11860,
Scale Chipas,AVL-4047,Sacale Chispas,A,2,Sacale Chispas,1971,matched,1971-09-16,Sacale Chispas,,Instrumental,Tape-S,11859,
Scale Chipas,AVL-4047,Sacale Chispas,A,3,Estoy Pagando La Culpa,1971,matched,1971-09-16,Estoy Pagando la Culpa,,Osvaldo Ramos,Tape-S,11862,
Scale Chipas,AVL-4047,Sacale Chispas,A,4,La Cara De La Luna,1971,matched,1971-09-30,La Cara de la Luna,,Instrumental,Tape-S,11876,
Scale Chipas,AVL-4047,Sacale Chispas,A,5,Sisebuta,1971,matched,1971-09-30,Sisebuta,Mi Querida Sisebuta,Alberto Echagüe,Tape-S,11880,
Scale Chipas,AVL-4047,Sacale Chispas,A,6,Rezongón,1971,matched,1971-09-30,Rezongón,,Armando Laborde,Tape-S,11877,
Scale Chipas,AVL-4047,Sacale Chispas,B,1,Cenizas,1971,matched,1971-09-16,Cenizas,,Instrumental,Tape-S,11857,
Scale Chipas,AVL-4047,Sacale Chispas,B,2,Ché Quijote,1971,matched,1971-09-30,Che Quijote,,Armando Laborde,Tape-S,11879,
Scale Chipas,AVL-4047,Sacale Chispas,B,3,Entrada Prohibida,1971,matched,1971-09-16,Entrada Prohibida,,Instrumental,Tape-S,11858,
Scale Chipas,AVL-4047,Sacale Chispas,B,4,Quereme Un Poco Más,1971,matched,1971-09-30,Quereme un Poco Más,,Osvaldo Ramos,Tape-S,11878,
Scale Chipas,AVL-4047,Sacale Chispas,B,5,Luces De Colores,1971,matched,1971-09-16,Luces de Colores,,Instrumental,Tape-S,11861,
Scale Chipas,AVL-4047,Sacale Chispas,B,6,Sentimiento De Bohemio,1971,matched,1971-09-30,Sentimiento de Bohemio,,Instrumental,Tape-S,11875,
Tiempos Viejos,AVS-4360,Tiempos Viejos,A,1,La Tablada,1965,matched,1965-08-11,La Tablada,,Instrumental,Tape-S,5269,
Tiempos Viejos,AVS-4360,Tiempos Viejos,A,2,El Alacrán,1965,matched,1965-08-27,El Alacrán,,Instrumental,Tape-S,5322,
Tiempos Viejos,AVS-4360,Tiempos Viejos,A,3,El Pollito,1965,matched,1965-08-11,El Pollito,,Instrumental,Tape-S,5271,
Tiempos Viejos,AVS-4360,Tiempos Viejos,A,4,Yo No Sé Que Me Han Hecho Tus Ojos,1965,matched_variant,1965-08-12,Yo No Sé Qué Me Han Echo Tus Ojos,,Osvaldo Ramos,Tape-S,5274,fuzzy 0.99 of 'Yo No Sé Qué Me Han Echo Tus Ojos'
Tiempos Viejos,AVS-4360,Tiempos Viejos,A,5,Charamusca,1965,matched,1965-08-11,Charamusca,,Instrumental,Tape-S,5273,
Tiempos Viejos,AVS-4360,Tiempos Viejos,A,6,Tiempos Viejos,1965,matched,1965-08-12,Tiempos Viejos,Te Acordás Hermano,Armando Laborde,Tape-S,5275,
Tiempos Viejos,AVS-4360,Tiempos Viejos,B,1,El Chamuyo,1965,matched,1965-08-11,El Chamuyo,,Instrumental,Tape-S,5272,
Tiempos Viejos,AVS-4360,Tiempos Viejos,B,2,Nueve Puntos,1965,matched,1965-08-11,Nueve Puntos,,Instrumental,Tape-S,5268,
Tiempos Viejos,AVS-4360,Tiempos Viejos,B,3,Se Acabaron Los Otarios,1965,matched,1965-08-27,Se Acabaron los Otarios,,Armando Laborde,Tape-S,5324,
Tiempos Viejos,AVS-4360,Tiempos Viejos,B,4,El Triunfo,1965,matched,1965-08-12,El Triunfo,,Instrumental,Tape-S,5276,
Tiempos Viejos,AVS-4360,Tiempos Viejos,B,5,El Internado,1965,matched,1965-08-27,El Internado,,Instrumental,Tape-S,5323,
Tiempos Viejos,AVS-4360,Tiempos Viejos,B,6,Sentimiento Gaucho,1965,matched,1965-08-11,Sentimiento Gaucho,,Osvaldo Ramos,Tape-S,5270,
Tigre Viejo,AVL-3925,Tigre Viejo,A,1,Tigre Viejo,1969,matched,1969-09-18,Tigre Viejo,,Instrumental,Tape-S,9491,
Tigre Viejo,AVL-3925,Tigre Viejo,A,2,Qué Mufa Ché,1969,matched,1969-10-20,Qué Mufa Ché,,Alberto Echagüe,Tape-S,9574,
Tigre Viejo,AVL-3925,Tigre Viejo,A,3,Pelele,1969,matched,1969-10-20,Pelele,,Instrumental,Tape-S,9568,
Tigre Viejo,AVL-3925,Tigre Viejo,A,4,Milonga Para Un Viejo Amor,1969,matched,1969-08-01,Milonga Para un Viejo Amor,,Armando Laborde,Tape-S,9177,
Tigre Viejo,AVL-3925,Tigre Viejo,A,5,De Puro Guapo,1969,matched,1969-09-18,De Puro Guapo,,Instrumental,Tape-S,9487,
Tigre Viejo,AVL-3925,Tigre Viejo,A,6,Sombras de Olvido,1969,matched,1969-08-12,Sombras de Olvido,,Osvaldo Ramos,Tape-S,9441,
Tigre Viejo,AVL-3925,Tigre Viejo,B,1,Ojos Negros,1969,matched,1969-09-18,Ojos Negros,,Instrumental,Tape-S,9485,
Tigre Viejo,AVL-3925,Tigre Viejo,B,2,A Tu Lado,1969,matched,1969-10-20,A Tu Lado,,Osvaldo Ramos,Tape-S,9573,
Tigre Viejo,AVL-3925,Tigre Viejo,B,3,El Aguacero,1969,matched,1969-10-20,El Aguacero,Canción de la Pampa,Ramos y Laborde,Tape-S,9575,
Tigre Viejo,AVL-3925,Tigre Viejo,B,4,La Sonámbula,1969,matched,1969-09-18,La Sonámbula,,Instrumental,Tape-S,9493,
Tigre Viejo,AVL-3925,Tigre Viejo,B,5,Cumpleaños de Mamá,1969,matched,1969-09-18,Cumpleaños de Mamá,,Osvaldo Ramos,Tape-S,9495,
Tigre Viejo,AVL-3925,Tigre Viejo,B,6,El Tren de Buenos Aires,1969,matched,1969-08-01,El Tren de Buenos Aires,,Osvaldo Ramos,Tape-S,9174,
