Bandleader,Orchestra,Date,Title,AltTitle,Genre,Singer,Label,Master,Matrix,Disc,Composer,Author,Arranger,Grouping,Pianist,Bassist,Bandoneons,Strings,Lineup
Héctor Varela,Orquesta Héctor Varela,1954-11-25,Como Tu Cariño,,Vals,Argentino Ledesma Y Rodolfo Lesica,Pampa,,,,Alberto Nery,Abel Aznar,,50-54 Pampa,Osvaldo Manzi,Agustín Furchi,"Héctor Varela, Antonio Marchese, Alberto San Miguel, Luis Pinotti, Salvador Alonso, Eduardo Otero","Mario Abramovich, Nathán Melman, Armando Husso, Juan Carlos Dafonte","Piano, Bass, 6 Bandoneons, 4 Violins"
Héctor Varela,Orquesta Héctor Varela,1954-11-25,Don Juan,Mozos Guapos,Tango,Instrumental,Pampa,,,,Ernesto Ponzio,Ricardo Podestá,,50-54 Pampa,Osvaldo Manzi,Agustín Furchi,"Héctor Varela, Antonio Marchese, Alberto San Miguel, Luis Pinotti, Salvador Alonso, Eduardo Otero","Mario Abramovich, Nathán Melman, Armando Husso, Juan Carlos Dafonte","Piano, Bass, 6 Bandoneons, 4 Violins"
Héctor Varela,Orquesta Héctor Varela,1954-11-25,El Espiante,,Tango,Instrumental,Pampa,,,,Osvaldo Fresedo,,,50-54 Pampa,Osvaldo Manzi,Agustín Furchi,"Héctor Varela, Antonio Marchese, Alberto San Miguel, Luis Pinotti, Salvador Alonso, Eduardo Otero","Mario Abramovich, Nathán Melman, Armando Husso, Juan Carlos Dafonte","Piano, Bass, 6 Bandoneons, 4 Violins"
Héctor Varela,Orquesta Héctor Varela,1954-11-25,La Cumparsita,Si Supieras,Tango,Instrumental,Pampa,,,,Gerardo Rodríguez,"Pascual Contursi, Enrique Maroni, Gerardo Rodríguez",,50-54 Pampa,Osvaldo Manzi,Agustín Furchi,"Héctor Varela, Antonio Marchese, Alberto San Miguel, Luis Pinotti, Salvador Alonso, Eduardo Otero","Mario Abramovich, Nathán Melman, Armando Husso, Juan Carlos Dafonte","Piano, Bass, 6 Bandoneons, 4 Violins"
Héctor Varela,Orquesta Héctor Varela,1955,Cartas Viejas,,Tango,Instrumental,Columbia,,,,"Manuel Servetto, Ray Rada",Ray Rada,,55-57 Columbia,Juan Carlos Howard,Agustín Furchi,"Héctor Varela, Antonio Marchese, Alberto San Miguel, Luis Pinotti, Salvador Alonso, Eduardo Otero","Mario Abramovich, Nathán Melman, Armando Husso, Juan Carlos Dafonte","Piano, Bass, 6 Bandoneons, 4 Violins"
Héctor Varela,Orquesta Héctor Varela,1955,Malevaje,,Tango,Instrumental,Columbia,,,,Juan Filiberto,Enrique Discépolo,,55-57 Columbia,Juan Carlos Howard,Agustín Furchi,"Héctor Varela, Antonio Marchese, Alberto San Miguel, Luis Pinotti, Salvador Alonso, Eduardo Otero","Mario Abramovich, Nathán Melman, Armando Husso, Juan Carlos Dafonte","Piano, Bass, 6 Bandoneons, 4 Violins"
Héctor Varela,Orquesta Héctor Varela,1955-03-17,Un Remordimiento,,Tango,Argentino Ledesma,Columbia,,,,Francisco Rotundo,Reinaldo Yiso,,55-57 Columbia,Juan Carlos Howard,Agustín Furchi,"Héctor Varela, Antonio Marchese, Alberto San Miguel, Luis Pinotti, Salvador Alonso, Eduardo Otero","Mario Abramovich, Nathán Melman, Armando Husso, Juan Carlos Dafonte","Piano, Bass, 6 Bandoneons, 4 Violins"
Héctor Varela,Orquesta Héctor Varela,1955-03-29,Abran Cancha,,Milonga,Instrumental,Columbia,,,,"Héctor Varela, Alberto Nery",,,55-57 Columbia,Juan Carlos Howard,Agustín Furchi,"Héctor Varela, Antonio Marchese, Alberto San Miguel, Luis Pinotti, Salvador Alonso, Eduardo Otero","Mario Abramovich, Nathán Melman, Armando Husso, Juan Carlos Dafonte","Piano, Bass, 6 Bandoneons, 4 Violins"
Héctor Varela,Orquesta Héctor Varela,1955-03-29,Trovador Mazorquero,,Vals,Argentino Ledesma Y Rodolfo Lesica,Columbia,,,,Juan Howard,Enrique Cadícamo,,55-57 Columbia,Juan Carlos Howard,Agustín Furchi,"Héctor Varela, Antonio Marchese, Alberto San Miguel, Luis Pinotti, Salvador Alonso, Eduardo Otero","Mario Abramovich, Nathán Melman, Armando Husso, Juan Carlos Dafonte","Piano, Bass, 6 Bandoneons, 4 Violins"
Héctor Varela,Orquesta Héctor Varela,1955-03-30,Sin Barco y Sin Amor,,Tango,Rodolfo Lesica,Columbia,,,,Erma Suárez,Enrique Lary,,55-57 Columbia,Juan Carlos Howard,Agustín Furchi,"Héctor Varela, Antonio Marchese, Alberto San Miguel, Luis Pinotti, Salvador Alonso, Eduardo Otero","Mario Abramovich, Nathán Melman, Armando Husso, Juan Carlos Dafonte","Piano, Bass, 6 Bandoneons, 4 Violins"
