Bandleader,Orchestra,Date,Title,AltTitle,Genre,Singer,Label,Master,Matrix,Disk,Composer,Author,Arranger,Grouping,Pianist,Bassist,Bandoneons,Strings,Lineup
Adolfo Carabelli,Orquesta Adolfo Carabelli,6/20/1933,Oíd el Vals,,Vals,Instrumental,Víctor,78rpm,,,Edmundo Cartos,Edmundo Cartos,,31-34 Orquesta Carabeli,Adolfo Carabelli,Orlando Carabelli,"Federico Scorticati, Ciriaco Ortiz, Luis Petrucelli, Carlos Marcucci","Elvino Vardaro, Manlio Francia, Antonio Rossi","Piano, Bass, 4 Bandoneons, 3 Violins"
Adolfo Carabelli,Adolfo Carabelli Jazz Band,7/7/1933,Corazones Gitanos,,Vals,Instrumental,Víctor,78rpm,74230,37443-A,"Karl Stark, A. Bryan",,,31-34 Orquesta Carabeli,Adolfo Carabelli,Orlando Carabelli,"Federico Scorticati, Ciriaco Ortiz, Luis Petrucelli, Carlos Marcucci","Elvino Vardaro, Manlio Francia, Antonio Rossi","Piano, Bass, 4 Bandoneons, 3 Violins"
Adolfo Carabelli,Orquesta Adolfo Carabelli,7/25/1933,Campanitas del Suburbio,,Tango,Charlo,Víctor,78rpm,74244,37452-A,Pedro Lloret,Jaime Reos,,31-34 Orquesta Carabeli,Adolfo Carabelli,Orlando Carabelli,"Federico Scorticati, Ciriaco Ortiz, Luis Petrucelli, Carlos Marcucci","Elvino Vardaro, Manlio Francia, Antonio Rossi","Piano, Bass, 4 Bandoneons, 3 Violins"
Adolfo Carabelli,Orquesta Adolfo Carabelli,7/25/1933,Cuatro Palabras,,Tango,Charlo,Víctor,78rpm,74246,37453-A,Luis Rubistein,Luis Rubistein,,31-34 Orquesta Carabeli,Adolfo Carabelli,Orlando Carabelli,"Federico Scorticati, Ciriaco Ortiz, Luis Petrucelli, Carlos Marcucci","Elvino Vardaro, Manlio Francia, Antonio Rossi","Piano, Bass, 4 Bandoneons, 3 Violins"
Adolfo Carabelli,Orquesta Adolfo Carabelli,7/26/1933,La Novena,,Tango,Instrumental,Víctor,78rpm,,,Miguel Bonano,Alfredo Bigeschi,,31-34 Orquesta Carabeli,Adolfo Carabelli,Orlando Carabelli,"Federico Scorticati, Ciriaco Ortiz, Luis Petrucelli, Carlos Marcucci","Elvino Vardaro, Manlio Francia, Antonio Rossi","Piano, Bass, 4 Bandoneons, 3 Violins"
Adolfo Carabelli,Orquesta Adolfo Carabelli,7/26/1933,Lo que Vieron Mis Ojos,Lo que Vieron Tus Ojos,Vals,Instrumental,Víctor,78rpm,,,Juan Canaro,Jesús Blanco,,31-34 Orquesta Carabeli,Adolfo Carabelli,Orlando Carabelli,"Federico Scorticati, Ciriaco Ortiz, Luis Petrucelli, Carlos Marcucci","Elvino Vardaro, Manlio Francia, Antonio Rossi","Piano, Bass, 4 Bandoneons, 3 Violins"
Adolfo Carabelli,Orquesta Adolfo Carabelli,8/8/1933,Pobre Soñador,,Tango,Instrumental,Víctor,78rpm,,,Edgardo Donato,Julio Romero,,31-34 Orquesta Carabeli,Adolfo Carabelli,Orlando Carabelli,"Federico Scorticati, Ciriaco Ortiz, Luis Petrucelli, Carlos Marcucci","Elvino Vardaro, Manlio Francia, Antonio Rossi","Piano, Bass, 4 Bandoneons, 3 Violins"
Adolfo Carabelli,Orquesta Adolfo Carabelli,9/12/1933,Pa' Qué Lagrimear,,Tango,Carlos Lafuente,Víctor,78rpm,74314,37473-A,Sebastián Piana,"Carlos Goicoechea, Rogelio Cordone",,31-34 Orquesta Carabeli,Adolfo Carabelli,Orlando Carabelli,"Federico Scorticati, Ciriaco Ortiz, Luis Petrucelli, Carlos Marcucci","Elvino Vardaro, Manlio Francia, Antonio Rossi","Piano, Bass, 4 Bandoneons, 3 Violins"
Adolfo Carabelli,Orquesta Adolfo Carabelli,10/10/1933,Mar Adentro,,Tango,Carlos Lafuente,Víctor,78rpm,74332,37491-A,Enrique Delfino,Mario Battistella,,31-34 Orquesta Carabeli,Adolfo Carabelli,Orlando Carabelli,"Federico Scorticati, Ciriaco Ortiz, Luis Petrucelli, Carlos Marcucci","Elvino Vardaro, Manlio Francia, Antonio Rossi","Piano, Bass, 4 Bandoneons, 3 Violins"
Adolfo Carabelli,Orquesta Adolfo Carabelli,12/15/1933,Romance,,Tango,Charlo,Víctor,78rpm,74390,37531-A,Federico Scorticati,Juan Sarcione,,31-34 Orquesta Carabeli,Adolfo Carabelli,Orlando Carabelli,"Federico Scorticati, Ciriaco Ortiz, Luis Petrucelli, Carlos Marcucci","Elvino Vardaro, Manlio Francia, Antonio Rossi","Piano, Bass, 4 Bandoneons, 3 Violins"
Adolfo Carabelli,Orquesta Adolfo Carabelli,1/8/1934,Soledad,,Vals,Instrumental,Víctor,78rpm,,,Ciriaco Ortiz,Enrique Cadícamo,,31-34 Orquesta Carabeli,Adolfo Carabelli,Orlando Carabelli,"Federico Scorticati, Ciriaco Ortiz, Luis Petrucelli, Carlos Marcucci","Elvino Vardaro, Manlio Francia, Antonio Rossi","Piano, Bass, 4 Bandoneons, 3 Violins"
Adolfo Carabelli,Orquesta Adolfo Carabelli,4/13/1934,Fray Milonga,,Tango,Luis Díaz,Víctor,78rpm,74475,37569-A,"Elvino Vardaro, Antonio Arona",Francisco Jiménez,,31-34 Orquesta Carabeli,Adolfo Carabelli,Orlando Carabelli,"Federico Scorticati, Ciriaco Ortiz, Luis Petrucelli, Carlos Marcucci","Elvino Vardaro, Manlio Francia, Antonio Rossi","Piano, Bass, 4 Bandoneons, 3 Violins"
Adolfo Carabelli,Orquesta Adolfo Carabelli,5/7/1934,Mi Evocación,,Tango,Luis Díaz,Víctor,78rpm,74492,37582-A,"Remo Piangiarelli, Antonio Benedicto",Antonio Benedicto,,31-34 Orquesta Carabeli,Adolfo Carabelli,Orlando Carabelli,"Federico Scorticati, Ciriaco Ortiz, Luis Petrucelli, Carlos Marcucci","Elvino Vardaro, Manlio Francia, Antonio Rossi","Piano, Bass, 4 Bandoneons, 3 Violins"
Adolfo Carabelli,Orquesta Adolfo Carabelli,6/7/1934,Mi Evocación,,Tango,Luis Díaz,Víctor,78rpm,74492,37582-A,"Remo Piangiarelli, Antonio Benedicto",Antonio Benedicto,,31-34 Orquesta Carabeli,Adolfo Carabelli,Orlando Carabelli,"Federico Scorticati, Ciriaco Ortiz, Luis Petrucelli, Carlos Marcucci","Elvino Vardaro, Manlio Francia, Antonio Rossi","Piano, Bass, 4 Bandoneons, 3 Violins"
Adolfo Carabelli,Orquesta Típica Adolfo Carabelli,7/6/1934,Ofrenda de Amor,,Vals,Teofilo Ibañez,Víctor,78rpm,86548,37621-B,,,,31-34 Orquesta Carabeli,,Orlando Carabelli,,,
Adolfo Carabelli,Orquesta Adolfo Carabelli,7/6/1934,El Mundo Sigue al Revés,,Tango,Teófilo Ibáñez,Víctor,78rpm,86547,37621-A,Rosa Goñi,Rosa Goñi,,31-34 Orquesta Carabeli,Adolfo Carabelli,Orlando Carabelli,"Federico Scorticati, Ciriaco Ortiz, Luis Petrucelli, Carlos Marcucci","Elvino Vardaro, Manlio Francia, Antonio Rossi","Piano, Bass, 4 Bandoneons, 3 Violins"
Adolfo Carabelli,Orquesta Adolfo Carabelli,12/19/1934,Chiribiribi,,Vals,Instrumental,Víctor,78rpm,86722,37700-B,Andrea A. Pestalozza-Louis Raymond,,,31-34 Orquesta Carabeli,,Orlando Carabelli,,,
Adolfo Carabelli,Orquesta Adolfo Carabelli,12/24/1934,Parlez Moi D'Amour,,Vals,Instrumental,Víctor,78rpm,86730,37705-B,Jean Lenoir,,,31-34 Orquesta Carabeli,,Orlando Carabelli,,,
Adolfo Carabelli,Orquesta Adolfo Carabelli,3/12/1936,La Aspiracion de mi Sueño,,Vals,Instrumental,Víctor,78rpm,93112,37896-A,,,,31-34 Orquesta Carabeli,,Orlando Carabelli,,,
