Bandleader,Orchestra,Date,Title,AltTitle,Genre,Singer,Label,Master,Composer,Author,Arranger,Grouping,Pianist,Bassist,Bandoneons,Strings,Lineup,Matrix,Disc
Francisco Lomuto,Orquesta Francisco Lomuto,10/28/1927,Ya Te He Dicho,,Tango,Instrumental,Odeón,,Benito Atella,,,26-27 Pre Charlo,Erique Lomuto,Alfredo Sciarreta,"Daniel Alvarez, Ángel Danesi, Minotto Di Cicco, Carmelo Aguila (Clarinet)","Eduardo Armani, Adolfo Muzzi, Tomás Robatti (Cello)","Piano, Bass, 3 Bandoneons, 2 Violins, Clarinet, Cello",1645,7738
Francisco Lomuto,Orquesta Francisco Lomuto,11/17/1927,Cuadrito Porteño,Aguaforte,Tango,Instrumental,Odeón,,E. Pider,,,26-27 Pre Charlo,Erique Lomuto,Alfredo Sciarreta,"Daniel Alvarez, Ángel Danesi, Minotto Di Cicco, Carmelo Aguila (Clarinet)","Eduardo Armani, Adolfo Muzzi, Tomás Robatti (Cello)","Piano, Bass, 3 Bandoneons, 2 Violins, Clarinet, Cello",1770,7745
Francisco Lomuto,Orquesta Francisco Lomuto,11/17/1927,La Oveja Descarriada,,Tango,Instrumental,Odeón,,Antonio Scatasso,,,26-27 Pre Charlo,Erique Lomuto,Alfredo Sciarreta,"Daniel Alvarez, Ángel Danesi, Minotto Di Cicco, Carmelo Aguila (Clarinet)","Eduardo Armani, Adolfo Muzzi, Tomás Robatti (Cello)","Piano, Bass, 3 Bandoneons, 2 Violins, Clarinet, Cello",1771,7745
Francisco Lomuto,Orquesta Francisco Lomuto,11/17/1927,Se Fue,,Tango,Instrumental,Odeón,,Enrique Di Cico,,,26-27 Pre Charlo,Erique Lomuto,Alfredo Sciarreta,"Daniel Alvarez, Ángel Danesi, Minotto Di Cicco, Carmelo Aguila (Clarinet)","Eduardo Armani, Adolfo Muzzi, Tomás Robatti (Cello)","Piano, Bass, 3 Bandoneons, 2 Violins, Clarinet, Cello",1772,7752
Francisco Lomuto,Orquesta Francisco Lomuto,11/25/1927,De Rincón a Rincón,De Rincón en Rincón,Tango,Instrumental,Odeón,,Santiago París,Santiago Scherini,,26-27 Pre Charlo,Erique Lomuto,Alfredo Sciarreta,"Daniel Alvarez, Ángel Danesi, Minotto Di Cicco, Carmelo Aguila (Clarinet)","Eduardo Armani, Adolfo Muzzi, Tomás Robatti (Cello)","Piano, Bass, 3 Bandoneons, 2 Violins, Clarinet, Cello",1828,7739
Francisco Lomuto,Orquesta Francisco Lomuto,11/25/1927,Sin Dejar Rastros,,Tango,Instrumental,Odeón,,Francisco Juan Lomuto,,,26-27 Pre Charlo,Erique Lomuto,Alfredo Sciarreta,"Daniel Alvarez, Ángel Danesi, Minotto Di Cicco, Carmelo Aguila (Clarinet)","Eduardo Armani, Adolfo Muzzi, Tomás Robatti (Cello)","Piano, Bass, 3 Bandoneons, 2 Violins, Clarinet, Cello",1827,7752
Francisco Lomuto,Orquesta Francisco Lomuto,12/2/1927,Caído Del Cielo,,Tango,Instrumental,Odeón,,"Antonio Polito, Pedro Polito",Antonio Polito,,26-27 Pre Charlo,Erique Lomuto,Alfredo Sciarreta,"Daniel Alvarez, Ángel Danesi, Minotto Di Cicco, Carmelo Aguila (Clarinet)","Eduardo Armani, Adolfo Muzzi, Tomás Robatti (Cello)","Piano, Bass, 3 Bandoneons, 2 Violins, Clarinet, Cello",1895,7743
Francisco Lomuto,Orquesta Francisco Lomuto,12/2/1927,Perfume De Mujer,,Tango,Instrumental,Odeón,,Juan José Guichandut,Música: Armando José María Tagini,,26-27 Pre Charlo,Erique Lomuto,Alfredo Sciarreta,"Daniel Alvarez, Ángel Danesi, Minotto Di Cicco, Carmelo Aguila (Clarinet)","Eduardo Armani, Adolfo Muzzi, Tomás Robatti (Cello)","Piano, Bass, 3 Bandoneons, 2 Violins, Clarinet, Cello",1894,7743
Francisco Lomuto,Orquesta Francisco Lomuto,12/2/1927,Pirucha,,Tango,Instrumental,Odeón,,Augusto Umberto Gentile,,,26-27 Pre Charlo,Erique Lomuto,Alfredo Sciarreta,"Daniel Alvarez, Ángel Danesi, Minotto Di Cicco, Carmelo Aguila (Clarinet)","Eduardo Armani, Adolfo Muzzi, Tomás Robatti (Cello)","Piano, Bass, 3 Bandoneons, 2 Violins, Clarinet, Cello",1890,7741
Francisco Lomuto,Orquesta Francisco Lomuto,12/2/1927,Por Mi Madre,,Tango,Instrumental,Odeón,,Félix Scolatti Almeyda,Jerónimo Massa,,26-27 Pre Charlo,Erique Lomuto,Alfredo Sciarreta,"Daniel Alvarez, Ángel Danesi, Minotto Di Cicco, Carmelo Aguila (Clarinet)","Eduardo Armani, Adolfo Muzzi, Tomás Robatti (Cello)","Piano, Bass, 3 Bandoneons, 2 Violins, Clarinet, Cello",1891,7741
Francisco Lomuto,Orquesta Francisco Lomuto,12/29/1927,Adiós Muchachos,,Tango,Instrumental,Odeón,,Julio César Sanders,"César Vedani, Carol Raven",,26-27 Pre Charlo,Erique Lomuto,Alfredo Sciarreta,"Daniel Alvarez, Ángel Danesi, Minotto Di Cicco, Carmelo Aguila (Clarinet)","Eduardo Armani, Adolfo Muzzi, Tomás Robatti (Cello)","Piano, Bass, 3 Bandoneons, 2 Violins, Clarinet, Cello",1959,7749
Francisco Lomuto,Orquesta Francisco Lomuto,12/29/1927,Bandoneón,,Tango,Instrumental,Odeón,,"Sebastián Piana, Pedro Mario Maffia",José Castillo,,26-27 Pre Charlo,Erique Lomuto,Alfredo Sciarreta,"Daniel Alvarez, Ángel Danesi, Minotto Di Cicco, Carmelo Aguila (Clarinet)","Eduardo Armani, Adolfo Muzzi, Tomás Robatti (Cello)","Piano, Bass, 3 Bandoneons, 2 Violins, Clarinet, Cello",1957,7746
Francisco Lomuto,Orquesta Francisco Lomuto,12/29/1927,Lagrimitas,,Tango,Instrumental,Odeón,,"José Raynelli, Emilio Marchiano","Marchiano, Raynelli",,26-27 Pre Charlo,Erique Lomuto,Alfredo Sciarreta,"Daniel Alvarez, Ángel Danesi, Minotto Di Cicco, Carmelo Aguila (Clarinet)","Eduardo Armani, Adolfo Muzzi, Tomás Robatti (Cello)","Piano, Bass, 3 Bandoneons, 2 Violins, Clarinet, Cello",1956,7746
Francisco Lomuto,Orquesta Francisco Lomuto,12/29/1927,Qué Lindo Es Estar Metido,Qué Lindo Es Enamorarse,Tango,Instrumental,Odeón,,Enrique Pedro Delfino,Pascual Contursi,,26-27 Pre Charlo,Erique Lomuto,Alfredo Sciarreta,"Daniel Alvarez, Ángel Danesi, Minotto Di Cicco, Carmelo Aguila (Clarinet)","Eduardo Armani, Adolfo Muzzi, Tomás Robatti (Cello)","Piano, Bass, 3 Bandoneons, 2 Violins, Clarinet, Cello",1960,7748
Francisco Lomuto,Orquesta Francisco Lomuto,12/29/1927,Tradición,,Tango,Instrumental,Odeón,,Fausto Miguel Frontera,Enrique Domingo Cadícamo,,26-27 Pre Charlo,Erique Lomuto,Alfredo Sciarreta,"Daniel Alvarez, Ángel Danesi, Minotto Di Cicco, Carmelo Aguila (Clarinet)","Eduardo Armani, Adolfo Muzzi, Tomás Robatti (Cello)","Piano, Bass, 3 Bandoneons, 2 Violins, Clarinet, Cello",1958,7749
Francisco Lomuto,Orquesta Francisco Lomuto,3/10/1928,A Contramano,,Tango,Charlo,Odeón,,Luis Teisseire,Juan Andrés Caruso,,27-28 Charlo,Oscar Napolitano,"Alfredo Sciarretta, Salvador Cilotta (Drums)","Daniel Álvarez, Carmelo Matino and Fortunato Matino, Luis Zinkes, Natalio Nappe (Cornet), Carmelo Águila (Clarinet)","Leopoldo Schiffrin, Carlos Taverna, Dante Napolitano","Piano, Bass, 3 Bandoneons, 3 Violins, Drums, Cornet, Clarinet",2177,7751
Francisco Lomuto,Orquesta Francisco Lomuto,3/10/1928,A Toda Vela,,Tango,Charlo,Odeón,,Francisco Juan Lomuto,Dante,,27-28 Charlo,Oscar Napolitano,"Alfredo Sciarretta, Salvador Cilotta (Drums)","Daniel Álvarez, Carmelo Matino and Fortunato Matino, Luis Zinkes, Natalio Nappe (Cornet), Carmelo Águila (Clarinet)","Leopoldo Schiffrin, Carlos Taverna, Dante Napolitano","Piano, Bass, 3 Bandoneons, 3 Violins, Drums, Cornet, Clarinet",2178,7750
Francisco Lomuto,Orquesta Francisco Lomuto,3/10/1928,Flor del Campo,,Tango,Charlo,Odeón,,Francisco Juan Lomuto,,,27-28 Charlo,Oscar Napolitano,"Alfredo Sciarretta, Salvador Cilotta (Drums)","Daniel Álvarez, Carmelo Matino and Fortunato Matino, Luis Zinkes, Natalio Nappe (Cornet), Carmelo Águila (Clarinet)","Leopoldo Schiffrin, Carlos Taverna, Dante Napolitano","Piano, Bass, 3 Bandoneons, 3 Violins, Drums, Cornet, Clarinet",2180,7750
Francisco Lomuto,Orquesta Francisco Lomuto,3/23/1928,Chingolito,Ya No Cantas Chingolo,Tango,Charlo,Odeón,,Antonio Scatasso,Edmundo Bianchi,,27-28 Charlo,Oscar Napolitano,"Alfredo Sciarretta, Salvador Cilotta (Drums)","Daniel Álvarez, Carmelo Matino and Fortunato Matino, Luis Zinkes, Natalio Nappe (Cornet), Carmelo Águila (Clarinet)","Leopoldo Schiffrin, Carlos Taverna, Dante Napolitano","Piano, Bass, 3 Bandoneons, 3 Violins, Drums, Cornet, Clarinet",2247,7753
Francisco Lomuto,Orquesta Francisco Lomuto,3/23/1928,Zorro Viejo,,Tango,Instrumental,Odeón,,Alfonso Ramiro Lacueva,Alfonso Lacueva,,27-28 Charlo,Oscar Napolitano,"Alfredo Sciarretta, Salvador Cilotta (Drums)","Daniel Álvarez, Carmelo Matino and Fortunato Matino, Luis Zinkes, Natalio Nappe (Cornet), Carmelo Águila (Clarinet)","Leopoldo Schiffrin, Carlos Taverna, Dante Napolitano","Piano, Bass, 3 Bandoneons, 3 Violins, Drums, Cornet, Clarinet",2246,7758
Francisco Lomuto,Orquesta Francisco Lomuto,3/23/1928,Aterrizaje,,Tango,Charlo,Odeón,,J. M. Ruffet,José Ruffet,,27-28 Charlo,Oscar Napolitano,"Alfredo Sciarretta, Salvador Cilotta (Drums)","Daniel Álvarez, Carmelo Matino and Fortunato Matino, Luis Zinkes, Natalio Nappe (Cornet), Carmelo Águila (Clarinet)","Leopoldo Schiffrin, Carlos Taverna, Dante Napolitano","Piano, Bass, 3 Bandoneons, 3 Violins, Drums, Cornet, Clarinet",2245,7758
Francisco Lomuto,Orquesta Francisco Lomuto,3/23/1928,No Te Hagás Mala Sangre,,Tango,Instrumental,Odeón,,Roberto Luratti,,,27-28 Charlo,Oscar Napolitano,"Alfredo Sciarretta, Salvador Cilotta (Drums)","Daniel Álvarez, Carmelo Matino and Fortunato Matino, Luis Zinkes, Natalio Nappe (Cornet), Carmelo Águila (Clarinet)","Leopoldo Schiffrin, Carlos Taverna, Dante Napolitano","Piano, Bass, 3 Bandoneons, 3 Violins, Drums, Cornet, Clarinet",2248,7753
Francisco Lomuto,Orquesta Francisco Lomuto,3/23/1928,Sólo por Ti,,Tango,Charlo,Odeón,,Albino Donizetti,Adolfo Urgo,,27-28 Charlo,Oscar Napolitano,"Alfredo Sciarretta, Salvador Cilotta (Drums)","Daniel Álvarez, Carmelo Matino and Fortunato Matino, Luis Zinkes, Natalio Nappe (Cornet), Carmelo Águila (Clarinet)","Leopoldo Schiffrin, Carlos Taverna, Dante Napolitano","Piano, Bass, 3 Bandoneons, 3 Violins, Drums, Cornet, Clarinet",2249,7759
Francisco Lomuto,Orquesta Francisco Lomuto,3/31/1928,Dónde Estás Corazón,,Tango,Charlo,Odeón,,María Isolina Godard,Francisco Jiménez,,27-28 Charlo,Oscar Napolitano,"Alfredo Sciarretta, Salvador Cilotta (Drums)","Daniel Álvarez, Carmelo Matino and Fortunato Matino, Luis Zinkes, Natalio Nappe (Cornet), Carmelo Águila (Clarinet)","Leopoldo Schiffrin, Carlos Taverna, Dante Napolitano","Piano, Bass, 3 Bandoneons, 3 Violins, Drums, Cornet, Clarinet",2311,7767
Francisco Lomuto,Orquesta Francisco Lomuto,3/31/1928,Guapito,,Tango,Instrumental,Odeón,,Vicente Pasarello,,,27-28 Charlo,Oscar Napolitano,"Alfredo Sciarretta, Salvador Cilotta (Drums)","Daniel Álvarez, Carmelo Matino and Fortunato Matino, Luis Zinkes, Natalio Nappe (Cornet), Carmelo Águila (Clarinet)","Leopoldo Schiffrin, Carlos Taverna, Dante Napolitano","Piano, Bass, 3 Bandoneons, 3 Violins, Drums, Cornet, Clarinet",2310,7754
Francisco Lomuto,Orquesta Francisco Lomuto,3/31/1928,Linda Francesita,,Tango,Charlo,Odeón,,José María Rizzuti,Eduardo Calvo,,27-28 Charlo,Oscar Napolitano,"Alfredo Sciarretta, Salvador Cilotta (Drums)","Daniel Álvarez, Carmelo Matino and Fortunato Matino, Luis Zinkes, Natalio Nappe (Cornet), Carmelo Águila (Clarinet)","Leopoldo Schiffrin, Carlos Taverna, Dante Napolitano","Piano, Bass, 3 Bandoneons, 3 Violins, Drums, Cornet, Clarinet",2309,7754
Francisco Lomuto,Orquesta Francisco Lomuto,3/31/1928,Mireya,,Tango,Instrumental,Odeón,,R. Arancibia Rodríguez,,,27-28 Charlo,Oscar Napolitano,"Alfredo Sciarretta, Salvador Cilotta (Drums)","Daniel Álvarez, Carmelo Matino and Fortunato Matino, Luis Zinkes, Natalio Nappe (Cornet), Carmelo Águila (Clarinet)","Leopoldo Schiffrin, Carlos Taverna, Dante Napolitano","Piano, Bass, 3 Bandoneons, 3 Violins, Drums, Cornet, Clarinet",2313,7759
Francisco Lomuto,Orquesta Francisco Lomuto,4/13/1928,No,,Tango,Charlo,Odeón,,José A. Zángaro,José Zángaro,,27-28 Charlo,Oscar Napolitano,"Alfredo Sciarretta, Salvador Cilotta (Drums)","Daniel Álvarez, Carmelo Matino and Fortunato Matino, Luis Zinkes, Natalio Nappe (Cornet), Carmelo Águila (Clarinet)","Leopoldo Schiffrin, Carlos Taverna, Dante Napolitano","Piano, Bass, 3 Bandoneons, 3 Violins, Drums, Cornet, Clarinet",2443,7756
Francisco Lomuto,Orquesta Francisco Lomuto,4/13/1928,Señor Comisario,,Tango,Charlo,Odeón,,Francisco Canaro,Juan Caruso,,27-28 Charlo,Oscar Napolitano,"Alfredo Sciarretta, Salvador Cilotta (Drums)","Daniel Álvarez, Carmelo Matino and Fortunato Matino, Luis Zinkes, Natalio Nappe (Cornet), Carmelo Águila (Clarinet)","Leopoldo Schiffrin, Carlos Taverna, Dante Napolitano","Piano, Bass, 3 Bandoneons, 3 Violins, Drums, Cornet, Clarinet",2445,7756
Francisco Lomuto,Orquesta Francisco Lomuto,4/13/1928,Te Acordarás de Mí,,Tango,Instrumental,Odeón,,Víctor J. Troysi,,,27-28 Charlo,Oscar Napolitano,"Alfredo Sciarretta, Salvador Cilotta (Drums)","Daniel Álvarez, Carmelo Matino and Fortunato Matino, Luis Zinkes, Natalio Nappe (Cornet), Carmelo Águila (Clarinet)","Leopoldo Schiffrin, Carlos Taverna, Dante Napolitano","Piano, Bass, 3 Bandoneons, 3 Violins, Drums, Cornet, Clarinet",2447,7757
Francisco Lomuto,Orquesta Francisco Lomuto,4/13/1928,Lindo Tipo de Varón,Abran Cancha,Tango,Charlo,Odeón,,Carlos José Pérez,Enrique Cadícamo,,27-28 Charlo,Oscar Napolitano,"Alfredo Sciarretta, Salvador Cilotta (Drums)","Daniel Álvarez, Carmelo Matino and Fortunato Matino, Luis Zinkes, Natalio Nappe (Cornet), Carmelo Águila (Clarinet)","Leopoldo Schiffrin, Carlos Taverna, Dante Napolitano","Piano, Bass, 3 Bandoneons, 3 Violins, Drums, Cornet, Clarinet",2446,7757
Francisco Lomuto,Orquesta Francisco Lomuto,5/3/1928,Buenos Aires Querido,,Tango,Charlo,Odeón,,Carlos José Pérez,Enrique Domingo Cadícamo o Música: Juan José Guichandut,,27-28 Charlo,Oscar Napolitano,"Alfredo Sciarretta, Salvador Cilotta (Drums)","Daniel Álvarez, Carmelo Matino and Fortunato Matino, Luis Zinkes, Natalio Nappe (Cornet), Carmelo Águila (Clarinet)","Leopoldo Schiffrin, Carlos Taverna, Dante Napolitano","Piano, Bass, 3 Bandoneons, 3 Violins, Drums, Cornet, Clarinet",2567,7761
Francisco Lomuto,Orquesta Francisco Lomuto,5/3/1928,Flores Rojas,,Tango,Charlo,Odeón,,Remo Bernasconi,Remo Bernasconi,,27-28 Charlo,Oscar Napolitano,"Alfredo Sciarretta, Salvador Cilotta (Drums)","Daniel Álvarez, Carmelo Matino and Fortunato Matino, Luis Zinkes, Natalio Nappe (Cornet), Carmelo Águila (Clarinet)","Leopoldo Schiffrin, Carlos Taverna, Dante Napolitano","Piano, Bass, 3 Bandoneons, 3 Violins, Drums, Cornet, Clarinet",2568,7760
Francisco Lomuto,Orquesta Francisco Lomuto,5/3/1928,Qué Vachaché,Que Va Cha Che,Tango,Instrumental,Odeón,,Enrique Santos Discepolo,Enrique Santos Discepolo,,27-28 Charlo,Oscar Napolitano,"Alfredo Sciarretta, Salvador Cilotta (Drums)","Daniel Álvarez, Carmelo Matino and Fortunato Matino, Luis Zinkes, Natalio Nappe (Cornet), Carmelo Águila (Clarinet)","Leopoldo Schiffrin, Carlos Taverna, Dante Napolitano","Piano, Bass, 3 Bandoneons, 3 Violins, Drums, Cornet, Clarinet",2569,7760
Francisco Lomuto,Orquesta Francisco Lomuto,6/5/1928,Decí Pebeta Porqué,Decime Pebeta Porqué,Tango,Instrumental,Odeón,,Pedro Mario Maffia,Tomás Simari,,27-28 Charlo,Oscar Napolitano,"Alfredo Sciarretta, Salvador Cilotta (Drums)","Daniel Álvarez, Carmelo Matino and Fortunato Matino, Luis Zinkes, Natalio Nappe (Cornet), Carmelo Águila (Clarinet)","Leopoldo Schiffrin, Carlos Taverna, Dante Napolitano","Piano, Bass, 3 Bandoneons, 3 Violins, Drums, Cornet, Clarinet",2735,7763
Francisco Lomuto,Orquesta Francisco Lomuto,6/5/1928,Esta Noche Me Emborracho,,Tango,Instrumental,Odeón,,Enrique Santos Discepolo,Enrique Santos Discepolo,,27-28 Charlo,Oscar Napolitano,"Alfredo Sciarretta, Salvador Cilotta (Drums)","Daniel Álvarez, Carmelo Matino and Fortunato Matino, Luis Zinkes, Natalio Nappe (Cornet), Carmelo Águila (Clarinet)","Leopoldo Schiffrin, Carlos Taverna, Dante Napolitano","Piano, Bass, 3 Bandoneons, 3 Violins, Drums, Cornet, Clarinet",2733,7762
Francisco Lomuto,Orquesta Francisco Lomuto,6/5/1928,Tu Disfraz,,Tango,Instrumental,Odeón,,Ángel Félix Danesi,José De Grandis,,27-28 Charlo,Oscar Napolitano,"Alfredo Sciarretta, Salvador Cilotta (Drums)","Daniel Álvarez, Carmelo Matino and Fortunato Matino, Luis Zinkes, Natalio Nappe (Cornet), Carmelo Águila (Clarinet)","Leopoldo Schiffrin, Carlos Taverna, Dante Napolitano","Piano, Bass, 3 Bandoneons, 3 Violins, Drums, Cornet, Clarinet",2731,7763
Francisco Lomuto,Orquesta Francisco Lomuto,6/16/1928,Olímpicos,,Tango,Instrumental,Odeón,,R. J. Gandolfo,,,27-28 Charlo,Oscar Napolitano,"Alfredo Sciarretta, Salvador Cilotta (Drums)","Daniel Álvarez, Carmelo Matino and Fortunato Matino, Luis Zinkes, Natalio Nappe (Cornet), Carmelo Águila (Clarinet)","Leopoldo Schiffrin, Carlos Taverna, Dante Napolitano","Piano, Bass, 3 Bandoneons, 3 Violins, Drums, Cornet, Clarinet",2777,7764
Francisco Lomuto,Orquesta Francisco Lomuto,7/13/1928,Andate Con La Otra,,Tango,Charlo,Odeón,,Alejandro Carlos Vicente Geroni,Enrique Dizeo,,27-28 Charlo,Oscar Napolitano,"Alfredo Sciarretta, Salvador Cilotta (Drums)","Daniel Álvarez, Carmelo Matino and Fortunato Matino, Luis Zinkes, Natalio Nappe (Cornet), Carmelo Águila (Clarinet)","Leopoldo Schiffrin, Carlos Taverna, Dante Napolitano","Piano, Bass, 3 Bandoneons, 3 Violins, Drums, Cornet, Clarinet",2895,7767
Francisco Lomuto,Orquesta Francisco Lomuto,7/14/1928,Pero Yo Sé,,Tango,Charlo,Odeón,,Azucena Josefina Maizani,Azucena Josefina Maizani,,27-28 Charlo,Oscar Napolitano,"Alfredo Sciarretta, Salvador Cilotta (Drums)","Daniel Álvarez, Carmelo Matino and Fortunato Matino, Luis Zinkes, Natalio Nappe (Cornet), Carmelo Águila (Clarinet)","Leopoldo Schiffrin, Carlos Taverna, Dante Napolitano","Piano, Bass, 3 Bandoneons, 3 Violins, Drums, Cornet, Clarinet",2898,7770
Francisco Lomuto,Orquesta Francisco Lomuto,8/1/1928,Marcha Atrás,,Tango,Charlo,Odeón,,Enrique Pedro Delfino,Arturo Bustamante,,27-28 Charlo,Oscar Napolitano,"Alfredo Sciarretta, Salvador Cilotta (Drums)","Daniel Álvarez, Carmelo Matino and Fortunato Matino, Luis Zinkes, Natalio Nappe (Cornet), Carmelo Águila (Clarinet)","Leopoldo Schiffrin, Carlos Taverna, Dante Napolitano","Piano, Bass, 3 Bandoneons, 3 Violins, Drums, Cornet, Clarinet",2964,7771
Francisco Lomuto,Orquesta Francisco Lomuto,8/10/1928,Dandy,,Tango,Instrumental,Odeón,,Lucio Demare,"Agustín Irusta, Roberto Santiago Fugazot",,27-28 Charlo,Oscar Napolitano,"Alfredo Sciarretta, Salvador Cilotta (Drums)","Daniel Álvarez, Carmelo Matino and Fortunato Matino, Luis Zinkes, Natalio Nappe (Cornet), Carmelo Águila (Clarinet)","Leopoldo Schiffrin, Carlos Taverna, Dante Napolitano","Piano, Bass, 3 Bandoneons, 3 Violins, Drums, Cornet, Clarinet",3002,7773
Francisco Lomuto,Orquesta Francisco Lomuto,8/10/1928,Llevátelo Todo,,Tango,Charlo,Odeón,,Rodolfo Pascual Sciammarella,Rodolfo Pascual Sciammarella,,27-28 Charlo,Oscar Napolitano,"Alfredo Sciarretta, Salvador Cilotta (Drums)","Daniel Álvarez, Carmelo Matino and Fortunato Matino, Luis Zinkes, Natalio Nappe (Cornet), Carmelo Águila (Clarinet)","Leopoldo Schiffrin, Carlos Taverna, Dante Napolitano","Piano, Bass, 3 Bandoneons, 3 Violins, Drums, Cornet, Clarinet",3001,7772
Francisco Lomuto,Orquesta Francisco Lomuto,8/10/1928,Pim Pam Pum,Pim Pam Pum,Tango,Charlo,Odeón,,Enrique Pedro Delfino,Alberto Vacarezza,,27-28 Charlo,Oscar Napolitano,"Alfredo Sciarretta, Salvador Cilotta (Drums)","Daniel Álvarez, Carmelo Matino and Fortunato Matino, Luis Zinkes, Natalio Nappe (Cornet), Carmelo Águila (Clarinet)","Leopoldo Schiffrin, Carlos Taverna, Dante Napolitano","Piano, Bass, 3 Bandoneons, 3 Violins, Drums, Cornet, Clarinet",3003,7773
Francisco Lomuto,Orquesta Francisco Lomuto,8/30/1928,Chorra,,Tango,Charlo,Odeón,,Enrique Santos Discepolo,Enrique Santos Discepolo,,27-28 Charlo,Oscar Napolitano,"Alfredo Sciarretta, Salvador Cilotta (Drums)","Daniel Álvarez, Carmelo Matino and Fortunato Matino, Luis Zinkes, Natalio Nappe (Cornet), Carmelo Águila (Clarinet)","Leopoldo Schiffrin, Carlos Taverna, Dante Napolitano","Piano, Bass, 3 Bandoneons, 3 Violins, Drums, Cornet, Clarinet",3084,7775
Francisco Lomuto,Orquesta Francisco Lomuto,8/30/1928,De Corazón,,Tango,Charlo,Odeón,,A. A. Giachino,Luis Franco,,27-28 Charlo,Oscar Napolitano,"Alfredo Sciarretta, Salvador Cilotta (Drums)","Daniel Álvarez, Carmelo Matino and Fortunato Matino, Luis Zinkes, Natalio Nappe (Cornet), Carmelo Águila (Clarinet)","Leopoldo Schiffrin, Carlos Taverna, Dante Napolitano","Piano, Bass, 3 Bandoneons, 3 Violins, Drums, Cornet, Clarinet",3083,7775
Francisco Lomuto,Orquesta Francisco Lomuto,8/30/1928,Volvé Pronto,,Tango,Charlo,Odeón,,Enrique Blas Lomuto,N. Olazábal,,27-28 Charlo,Oscar Napolitano,"Alfredo Sciarretta, Salvador Cilotta (Drums)","Daniel Álvarez, Carmelo Matino and Fortunato Matino, Luis Zinkes, Natalio Nappe (Cornet), Carmelo Águila (Clarinet)","Leopoldo Schiffrin, Carlos Taverna, Dante Napolitano","Piano, Bass, 3 Bandoneons, 3 Violins, Drums, Cornet, Clarinet",3085,7774
Francisco Lomuto,Orquesta Francisco Lomuto,8/31/1928,Haragán,,Tango,Instrumental,Odeón,,Enrique Pedro Delfino,"Manuel Romero, Luis Bayón Herrera",,27-28 Charlo,Oscar Napolitano,"Alfredo Sciarretta, Salvador Cilotta (Drums)","Daniel Álvarez, Carmelo Matino and Fortunato Matino, Luis Zinkes, Natalio Nappe (Cornet), Carmelo Águila (Clarinet)","Leopoldo Schiffrin, Carlos Taverna, Dante Napolitano","Piano, Bass, 3 Bandoneons, 3 Violins, Drums, Cornet, Clarinet",3086,7774
Francisco Lomuto,Orquesta Francisco Lomuto,9/21/1928,Cuando Mi Barrio se Duerme,,Tango,Charlo,Odeón,,Luis Teisseire,Juan Caruso,,27-28 Charlo,Oscar Napolitano,"Alfredo Sciarretta, Salvador Cilotta (Drums)","Daniel Álvarez, Carmelo Matino and Fortunato Matino, Luis Zinkes, Natalio Nappe (Cornet), Carmelo Águila (Clarinet)","Leopoldo Schiffrin, Carlos Taverna, Dante Napolitano","Piano, Bass, 3 Bandoneons, 3 Violins, Drums, Cornet, Clarinet",3227,7776
Francisco Lomuto,Orquesta Francisco Lomuto,9/21/1928,Entre Sueños,,Tango,Charlo,Odeón,,"Anselmo Alfredo Aieta, Juan Polito",Francisco García Jiménez,,27-28 Charlo,Oscar Napolitano,"Alfredo Sciarretta, Salvador Cilotta (Drums)","Daniel Álvarez, Carmelo Matino and Fortunato Matino, Luis Zinkes, Natalio Nappe (Cornet), Carmelo Águila (Clarinet)","Leopoldo Schiffrin, Carlos Taverna, Dante Napolitano","Piano, Bass, 3 Bandoneons, 3 Violins, Drums, Cornet, Clarinet",3228,7776
Francisco Lomuto,Orquesta Francisco Lomuto,9/28/1928,Malevaje,,Tango,Charlo,Odeón,,Oscar Juan de Dios Filiberti,Enrique Santos Discepolo,,27-28 Charlo,Oscar Napolitano,"Alfredo Sciarretta, Salvador Cilotta (Drums)","Daniel Álvarez, Carmelo Matino and Fortunato Matino, Luis Zinkes, Natalio Nappe (Cornet), Carmelo Águila (Clarinet)","Leopoldo Schiffrin, Carlos Taverna, Dante Napolitano","Piano, Bass, 3 Bandoneons, 3 Violins, Drums, Cornet, Clarinet",3259,7781
Francisco Lomuto,Orquesta Francisco Lomuto,10/15/1928,Alma En Pena,,Tango,Charlo,Odeón,,Anselmo Alfredo Aieta,Francisco García Jiménez,,27-28 Charlo,Oscar Napolitano,"Alfredo Sciarretta, Salvador Cilotta (Drums)","Daniel Álvarez, Carmelo Matino and Fortunato Matino, Luis Zinkes, Natalio Nappe (Cornet), Carmelo Águila (Clarinet)","Leopoldo Schiffrin, Carlos Taverna, Dante Napolitano","Piano, Bass, 3 Bandoneons, 3 Violins, Drums, Cornet, Clarinet",3350,7779
