Bandleader,Orchestra,Date,Title,AltTitle,Genre,Singer,Label,Matrix,Disk,Composer,Author,Arranger,Grouping,Pianist,Bassist,Bandoneons,Strings,Lineup
José Basso,Jose Basso y su Orquesta,4/20/1956,Yunquitango,,Tango,Instrumental,Odeón,20922,51925,Héctor Stamponi,,,49-61 Odeón,José Basso,Rafael Del Bagno,"Julio Ahumada, Eduardo Rovira, Adolfo Francia, Andrés Natale","Mauricio Mise, Francisco Oréfice, Rodolfo Fernández, Domingo Serra, Leopoldo Marafiotti","Piano, Bass, 4 Bandoneons, 5 Violins"
José Basso,Orquesta José Basso,6/11/1956,Por La Vuelta,,Tango,Floreal Ruiz,Odeón,21071,51949,José Tinelli,Enrique Cadícamo,,49-61 Odeón,José Basso,Rafael Del Bagno,"Julio Ahumada, Eduardo Rovira, Adolfo Francia, Andrés Natale","Mauricio Mise, Francisco Oréfice, Rodolfo Fernández, Domingo Serra, Leopoldo Marafiotti","Piano, Bass, 4 Bandoneons, 5 Violins"
José Basso,Orquesta José Basso,6/11/1956,Y Todavía Te Quiero,,Tango,Floreal Ruiz,Odeón,21070,51949,Luciano Leocata,Abel Aznar,,49-61 Odeón,José Basso,Rafael Del Bagno,"Julio Ahumada, Eduardo Rovira, Adolfo Francia, Andrés Natale","Mauricio Mise, Francisco Oréfice, Rodolfo Fernández, Domingo Serra, Leopoldo Marafiotti","Piano, Bass, 4 Bandoneons, 5 Violins"
José Basso,Orquesta José Basso,7/26/1956,A la Mujer Argentina,,Tango,Floreal Ruiz,Odeón,21164,51975,Alejandro Romay,Roberto Giménez,,49-61 Odeón,José Basso,Rafael Del Bagno,"Julio Ahumada, Eduardo Rovira, Adolfo Francia, Andrés Natale","Mauricio Mise, Francisco Oréfice, Rodolfo Fernández, Domingo Serra, Leopoldo Marafiotti","Piano, Bass, 4 Bandoneons, 5 Violins"
José Basso,Orquesta José Basso,7/26/1956,La Cumparsita,Si Supieras,Tango,Instrumental,Odeón,21163,51975,Gerardo Rodríguez,"Pascual Contursi, Enrique Maroni, Gerardo Rodríguez",,49-61 Odeón,José Basso,Rafael Del Bagno,"Julio Ahumada, Eduardo Rovira, Adolfo Francia, Andrés Natale","Mauricio Mise, Francisco Oréfice, Rodolfo Fernández, Domingo Serra, Leopoldo Marafiotti","Piano, Bass, 4 Bandoneons, 5 Violins"
José Basso,Orquesta José Basso,9/17/1956,Bailemos,,Tango,Floreal Ruiz,Odeón,21322,52018,Cholo Mamone,Reinaldo Yiso,,49-61 Odeón,José Basso,Rafael Del Bagno,"Julio Ahumada, Eduardo Rovira, Adolfo Francia, Andrés Natale","Mauricio Mise, Francisco Oréfice, Rodolfo Fernández, Domingo Serra, Leopoldo Marafiotti","Piano, Bass, 4 Bandoneons, 5 Violins"
José Basso,Orquesta José Basso,9/17/1956,El Taita,Raza Criolla,Tango,Instrumental,Odeón,21321,52018,Salvador Grupillo,,,49-61 Odeón,José Basso,Rafael Del Bagno,"Julio Ahumada, Eduardo Rovira, Adolfo Francia, Andrés Natale","Mauricio Mise, Francisco Oréfice, Rodolfo Fernández, Domingo Serra, Leopoldo Marafiotti","Piano, Bass, 4 Bandoneons, 5 Violins"
José Basso,Orquesta José Basso,10/9/1956,Mis Manos,,Tango,Floreal Ruiz,Odeón,21399,52037,Gilbert Becaud,"Pierre Delanoe, Hipolyte Beuscher, Guillermo Pelay, Horacio Pelay",,49-61 Odeón,José Basso,Rafael Del Bagno,"Julio Ahumada, Eduardo Rovira, Adolfo Francia, Andrés Natale","Mauricio Mise, Francisco Oréfice, Rodolfo Fernández, Domingo Serra, Leopoldo Marafiotti","Piano, Bass, 4 Bandoneons, 5 Violins"
José Basso,Orquesta José Basso,10/9/1956,Muriéndome De Amor,,Tango,Floreal Ruiz,Odeón,21398,52037,Manuel Sucher,Carlos Bahr,,49-61 Odeón,José Basso,Rafael Del Bagno,"Julio Ahumada, Eduardo Rovira, Adolfo Francia, Andrés Natale","Mauricio Mise, Francisco Oréfice, Rodolfo Fernández, Domingo Serra, Leopoldo Marafiotti","Piano, Bass, 4 Bandoneons, 5 Violins"
José Basso,Orquesta José Basso,11/29/1956,La Reja,,Tango,Floreal Ruiz,Odeón,21605,52099,Carlos Marcucci,Manuel Meaños,,49-61 Odeón,José Basso,Rafael Del Bagno,"Julio Ahumada, Eduardo Rovira, Adolfo Francia, Andrés Natale","Mauricio Mise, Francisco Oréfice, Rodolfo Fernández, Domingo Serra, Leopoldo Marafiotti","Piano, Bass, 4 Bandoneons, 5 Violins"
José Basso,Orquesta José Basso,11/29/1956,Mundana,,Tango,Floreal Ruiz,Odeón,21604,52099,"José Basso, Floreal Ruíz",Manuel Barros,,49-61 Odeón,José Basso,Rafael Del Bagno,"Julio Ahumada, Eduardo Rovira, Adolfo Francia, Andrés Natale","Mauricio Mise, Francisco Oréfice, Rodolfo Fernández, Domingo Serra, Leopoldo Marafiotti","Piano, Bass, 4 Bandoneons, 5 Violins"
José Basso,Orquesta José Basso,3/27/1957,La Fulana,,Milonga,Floreal Ruiz,Odeón,21923,52133,"Alberto Mastra, Luis Caruso","Alberto Mastra, Luis Caruso",,49-61 Odeón,José Basso,Rafael Del Bagno,"Julio Ahumada, Eduardo Rovira, Adolfo Francia, Andrés Natale","Mauricio Mise, Francisco Oréfice, Rodolfo Fernández, Domingo Serra, Leopoldo Marafiotti","Piano, Bass, 4 Bandoneons, 5 Violins"
José Basso,Orquesta José Basso,3/27/1957,Quedémonos Aquí,,Tango,Floreal Ruiz,Odeón,21922,52133,Héctor Stamponi,Homero Expósito,,49-61 Odeón,José Basso,Rafael Del Bagno,"Julio Ahumada, Eduardo Rovira, Adolfo Francia, Andrés Natale","Mauricio Mise, Francisco Oréfice, Rodolfo Fernández, Domingo Serra, Leopoldo Marafiotti","Piano, Bass, 4 Bandoneons, 5 Violins"
José Basso,Orquesta José Basso,8/27/1957,De Puro Curda,,Tango,Alfredo Belusi,Odeón,22405,52218,Carlos Olmedo,"Abel Aznar, Campos Di Carlo",,49-61 Odeón,José Basso,Rafael Del Bagno,"Julio Ahumada, Eduardo Rovira, Adolfo Francia, Andrés Natale","Mauricio Mise, Francisco Oréfice, Rodolfo Fernández, Domingo Serra, Leopoldo Marafiotti","Piano, Bass, 4 Bandoneons, 5 Violins"
José Basso,Orquesta José Basso,8/27/1957,Vieja Amiga,,Tango,Floreal Ruiz,Odeón,22404,52218,Pedro Laurenz,José Contursi,,49-61 Odeón,José Basso,Rafael Del Bagno,"Julio Ahumada, Eduardo Rovira, Adolfo Francia, Andrés Natale","Mauricio Mise, Francisco Oréfice, Rodolfo Fernández, Domingo Serra, Leopoldo Marafiotti","Piano, Bass, 4 Bandoneons, 5 Violins"
José Basso,Orquesta José Basso,9/27/1957,Dónde Estás,,Tango,Floreal Ruiz,Odeón,22529,52275,Manuel Sucher,Carlos Bahr,,49-61 Odeón,José Basso,Rafael Del Bagno,"Julio Ahumada, Eduardo Rovira, Adolfo Francia, Andrés Natale","Mauricio Mise, Francisco Oréfice, Rodolfo Fernández, Domingo Serra, Leopoldo Marafiotti","Piano, Bass, 4 Bandoneons, 5 Violins"
José Basso,Orquesta José Basso,9/27/1957,Recordándote,,Tango,Alfredo Belusi,Odeón,22528,52275,Guillermo Barbieri,José De Grandis,,49-61 Odeón,José Basso,Rafael Del Bagno,"Julio Ahumada, Eduardo Rovira, Adolfo Francia, Andrés Natale","Mauricio Mise, Francisco Oréfice, Rodolfo Fernández, Domingo Serra, Leopoldo Marafiotti","Piano, Bass, 4 Bandoneons, 5 Violins"
José Basso,Orquesta José Basso,3/3/1958,No Eres Igual,,Tango,Floreal Ruiz,Odeón,22895,51300,Roberto Ortega,Héctor Sategna,,49-61 Odeón,José Basso,Rafael Del Bagno,"Julio Ahumada, Eduardo Rovira, Adolfo Francia, Andrés Natale","Mauricio Mise, Francisco Oréfice, Rodolfo Fernández, Domingo Serra, Leopoldo Marafiotti","Piano, Bass, 4 Bandoneons, 5 Violins"
José Basso,Orquesta José Basso,3/3/1958,Qué Me Importa Tu Pasado,,Tango,Alfredo Belusi,Odeón,22894,51300,Retama,Roberto Giménez,,49-61 Odeón,José Basso,Rafael Del Bagno,"Julio Ahumada, Eduardo Rovira, Adolfo Francia, Andrés Natale","Mauricio Mise, Francisco Oréfice, Rodolfo Fernández, Domingo Serra, Leopoldo Marafiotti","Piano, Bass, 4 Bandoneons, 5 Violins"
José Basso,Orquesta José Basso,5/14/1958,Ahí Va El Dulce,,Tango,Instrumental,Odeón,23070,51350,Juan Canaro,Osvaldo Cordero,,49-61 Odeón,José Basso,Rafael Del Bagno,"Julio Ahumada, Eduardo Rovira, Adolfo Francia, Andrés Natale","Mauricio Mise, Francisco Oréfice, Rodolfo Fernández, Domingo Serra, Leopoldo Marafiotti","Piano, Bass, 4 Bandoneons, 5 Violins"
José Basso,Orquesta José Basso,5/19/1958,Gigí,,Tango,Floreal Ruiz,Odeón,23071,51350,Enzo Valentino,Eduardo Moreno,,49-61 Odeón,José Basso,Rafael Del Bagno,"Julio Ahumada, Eduardo Rovira, Adolfo Francia, Andrés Natale","Mauricio Mise, Francisco Oréfice, Rodolfo Fernández, Domingo Serra, Leopoldo Marafiotti","Piano, Bass, 4 Bandoneons, 5 Violins"
José Basso,Orquesta José Basso,5/21/1958,Cobardía,Bolero de Ma Vie,Tango,Alfredo Belusi,Odeón,23115,51365,Charlo,Luis Amadori,,49-61 Odeón,José Basso,Rafael Del Bagno,"Julio Ahumada, Eduardo Rovira, Adolfo Francia, Andrés Natale","Mauricio Mise, Francisco Oréfice, Rodolfo Fernández, Domingo Serra, Leopoldo Marafiotti","Piano, Bass, 4 Bandoneons, 5 Violins"
José Basso,Orquesta José Basso,5/28/1958,Cobardía,Bolero de Ma Vie,Tango,Alfredo Belusi,Odeón,23115,51365,Charlo,Luis Amadori,,49-61 Odeón,José Basso,Rafael Del Bagno,"Julio Ahumada, Eduardo Rovira, Adolfo Francia, Andrés Natale","Mauricio Mise, Francisco Oréfice, Rodolfo Fernández, Domingo Serra, Leopoldo Marafiotti","Piano, Bass, 4 Bandoneons, 5 Violins"
José Basso,Orquesta José Basso,5/28/1958,Después del Carnaval,,Tango,Floreal Ruiz,Odeón,,,José Keen,José Keen,,49-61 Odeón,José Basso,Rafael Del Bagno,"Julio Ahumada, Eduardo Rovira, Adolfo Francia, Andrés Natale","Mauricio Mise, Francisco Oréfice, Rodolfo Fernández, Domingo Serra, Leopoldo Marafiotti","Piano, Bass, 4 Bandoneons, 5 Violins"
José Basso,Orquesta José Basso,10/7/1958,El Último Guapo,,Tango,Alfredo Belusi,Odeón,23543,52414,Riel,Abel Aznar,,49-61 Odeón,José Basso,Rafael Del Bagno,"Julio Ahumada, Eduardo Rovira, Adolfo Francia, Andrés Natale","Mauricio Mise, Francisco Oréfice, Rodolfo Fernández, Domingo Serra, Leopoldo Marafiotti","Piano, Bass, 4 Bandoneons, 5 Violins"
José Basso,Orquesta José Basso,10/7/1958,Un Placer,,Vals,Alfredo Belusi y Floreal Ruiz,Odeón,23544,52414,Vicente Romeo,Juan Caruso,,49-61 Odeón,José Basso,Rafael Del Bagno,"Julio Ahumada, Eduardo Rovira, Adolfo Francia, Andrés Natale","Mauricio Mise, Francisco Oréfice, Rodolfo Fernández, Domingo Serra, Leopoldo Marafiotti","Piano, Bass, 4 Bandoneons, 5 Violins"
José Basso,Orquesta José Basso,12/3/1958,María la del Portón,,Tango,Floreal Ruiz,Odeón,23689,52463,Vicente Natale,Abel Aznar,,49-61 Odeón,José Basso,Rafael Del Bagno,"Julio Ahumada, Eduardo Rovira, Adolfo Francia, Andrés Natale","Mauricio Mise, Francisco Oréfice, Rodolfo Fernández, Domingo Serra, Leopoldo Marafiotti","Piano, Bass, 4 Bandoneons, 5 Violins"
José Basso,Orquesta José Basso,12/3/1958,Por Miedo a Perderte,,Tango,Alfredo Belusi,Odeón,23688,52520,Rafael Del Bagno,Antonio Cantó,,49-61 Odeón,José Basso,Rafael Del Bagno,"Julio Ahumada, Eduardo Rovira, Adolfo Francia, Andrés Natale","Mauricio Mise, Francisco Oréfice, Rodolfo Fernández, Domingo Serra, Leopoldo Marafiotti","Piano, Bass, 4 Bandoneons, 5 Violins"
José Basso,Orquesta José Basso,1/8/1959,Amurado,,Tango,Instrumental,Odeón,23781,52520,"Pedro Maffía, Pedro Laurenz",José De Grandis,,49-61 Odeón,José Basso,Rafael Del Bagno,"Julio Ahumada, Eduardo Rovira, Adolfo Francia, Andrés Natale","Mauricio Mise, Francisco Oréfice, Rodolfo Fernández, Domingo Serra, Leopoldo Marafiotti","Piano, Bass, 4 Bandoneons, 5 Violins"
José Basso,Orquesta José Basso,1/8/1959,Pájaro Azul,,Tango,Instrumental,Odeón,23782,52463,Francisco Canaro,,,49-61 Odeón,José Basso,Rafael Del Bagno,"Julio Ahumada, Eduardo Rovira, Adolfo Francia, Andrés Natale","Mauricio Mise, Francisco Oréfice, Rodolfo Fernández, Domingo Serra, Leopoldo Marafiotti","Piano, Bass, 4 Bandoneons, 5 Violins"
José Basso,Orquesta José Basso,3/9/1959,En El Lago Azul,,Tango,Floreal Ruiz,Odeón,23859,52480,Roberto Rufino,Alejandro Romay,,49-61 Odeón,José Basso,Rafael Del Bagno,"Julio Ahumada, Eduardo Rovira, Adolfo Francia, Andrés Natale","Mauricio Mise, Francisco Oréfice, Rodolfo Fernández, Domingo Serra, Leopoldo Marafiotti","Piano, Bass, 4 Bandoneons, 5 Violins"
José Basso,Orquesta José Basso,3/9/1959,Porque Sí,,Tango,Floreal Ruiz,Odeón,23860,52480,José Basso,Juan Pueblito,,49-61 Odeón,José Basso,Rafael Del Bagno,"Julio Ahumada, Eduardo Rovira, Adolfo Francia, Andrés Natale","Mauricio Mise, Francisco Oréfice, Rodolfo Fernández, Domingo Serra, Leopoldo Marafiotti","Piano, Bass, 4 Bandoneons, 5 Violins"
José Basso,Orquesta José Basso,7/21/1959,El Peluquero,,Milonga,Floreal Ruiz,Odeón,24250,52540,Alberto Mastra,Alberto Mastra,,49-61 Odeón,José Basso,Rafael Del Bagno,"Julio Ahumada, Eduardo Rovira, Adolfo Francia, Andrés Natale","Mauricio Mise, Francisco Oréfice, Rodolfo Fernández, Domingo Serra, Leopoldo Marafiotti","Piano, Bass, 4 Bandoneons, 5 Violins"
José Basso,Orquesta José Basso,7/21/1959,Y No Le Erré,,Tango,Alfredo Belusi,Odeón,24249,52540,Carlos Olmedo,Abel Aznar,,49-61 Odeón,José Basso,Rafael Del Bagno,"Julio Ahumada, Eduardo Rovira, Adolfo Francia, Andrés Natale","Mauricio Mise, Francisco Oréfice, Rodolfo Fernández, Domingo Serra, Leopoldo Marafiotti","Piano, Bass, 4 Bandoneons, 5 Violins"
José Basso,José de Alto y su Orquesta Típica,9/14/1959,Milonguita,Esthercita,Tango,Instrumental,Pathé,,7AD506,Enrique Delfino,Samuel Linnig,,59 Pathé (José de Alto),José Basso,,,,
José Basso,José de Alto y su Orquesta Típica,9/14/1959,Nunca Tuvo Novio,,Tango,Instrumental,Pathé,,7AD506,Agustín Bardi,Enrique Cadícamo,,59 Pathé (José de Alto),José Basso,,,,
José Basso,José de Alto y su Orquesta Típica,9/14/1959,Rosicler,,Tango,Instrumental,Pathé,,7AD506,José Basso,Francisco Jiménez,,59 Pathé (José de Alto),José Basso,,,,
José Basso,José de Alto y su Orquesta Típica,9/14/1959,Yo No Sé Por Qué Te Quiero,,Tango,Instrumental,Pathé,,7AD506,Francisco Canaro,Ivo Pelay,,59 Pathé (José de Alto),José Basso,,,,
José Basso,Orquesta José Basso,12/1/1959,Felicidad,,Tango,Alfredo Belusi y Floreal Ruiz,Odeón,24768,52561,Alfredo De Ángelis,José Rótulo,,49-61 Odeón,José Basso,Rafael Del Bagno,"Julio Ahumada, Eduardo Rovira, Adolfo Francia, Andrés Natale","Mauricio Mise, Francisco Oréfice, Rodolfo Fernández, Domingo Serra, Leopoldo Marafiotti","Piano, Bass, 4 Bandoneons, 5 Violins"
José Basso,Orquesta José Basso,12/1/1959,Te Quiero por Buena,,Tango,Floreal Ruiz,Odeón,24769,52561,"Floreal Ruíz, Roberto Rufino",Carlos Russo,,49-61 Odeón,José Basso,Rafael Del Bagno,"Julio Ahumada, Eduardo Rovira, Adolfo Francia, Andrés Natale","Mauricio Mise, Francisco Oréfice, Rodolfo Fernández, Domingo Serra, Leopoldo Marafiotti","Piano, Bass, 4 Bandoneons, 5 Violins"
José Basso,Orquesta José Basso,4/26/1960,Cuerpo y Alma,,Tango,Floreal Ruiz,Odeón,25219,52603,José Basso,Juan Pueblito,,49-61 Odeón,José Basso,Rafael Del Bagno,"Julio Ahumada, Eduardo Rovira, Adolfo Francia, Andrés Natale","Mauricio Mise, Francisco Oréfice, Rodolfo Fernández, Domingo Serra, Leopoldo Marafiotti","Piano, Bass, 4 Bandoneons, 5 Violins"
José Basso,Orquesta José Basso,4/26/1960,No Tengo La Culpa,,Tango,Alfredo Belusi,Odeón,25620,52636,Carlos Olmedo,Arturo De La Torre,,49-61 Odeón,José Basso,Rafael Del Bagno,"Julio Ahumada, Eduardo Rovira, Adolfo Francia, Andrés Natale","Mauricio Mise, Francisco Oréfice, Rodolfo Fernández, Domingo Serra, Leopoldo Marafiotti","Piano, Bass, 4 Bandoneons, 5 Violins"
José Basso,Orquesta José Basso,4/26/1960,Se Marchita un Clavel,,Tango,Floreal Ruiz,Odeón,25621,52637,José Tinelli,Manuel Campos,,49-61 Odeón,José Basso,Rafael Del Bagno,"Julio Ahumada, Eduardo Rovira, Adolfo Francia, Andrés Natale","Mauricio Mise, Francisco Oréfice, Rodolfo Fernández, Domingo Serra, Leopoldo Marafiotti","Piano, Bass, 4 Bandoneons, 5 Violins"
José Basso,Orquesta José Basso,4/26/1960,Sueño Malevo,,Tango,Alfredo Belusi,Odeón,25218,52603,Riel,Abel Aznar,,49-61 Odeón,José Basso,Rafael Del Bagno,"Julio Ahumada, Eduardo Rovira, Adolfo Francia, Andrés Natale","Mauricio Mise, Francisco Oréfice, Rodolfo Fernández, Domingo Serra, Leopoldo Marafiotti","Piano, Bass, 4 Bandoneons, 5 Violins"
José Basso,Orquesta José Basso,4/14/1961,Cobrate Y Dame El Vuelto,,Milonga,Alfredo Del Río,Odeón,26128,52699,Miguel Caló,Enrique Dizeo,,49-61 Odeón,José Basso,Rafael Del Bagno,"Julio Ahumada, Eduardo Rovira, Adolfo Francia, Andrés Natale","Mauricio Mise, Francisco Oréfice, Rodolfo Fernández, Domingo Serra, Leopoldo Marafiotti","Piano, Bass, 4 Bandoneons, 5 Violins"
José Basso,Orquesta José Basso,4/14/1961,Tu Beso y Nada Más,,Tango,Floreal Ruiz,Odeón,26129,52699,"Ángel Cabral, José Basso",Floreal Ruíz,,49-61 Odeón,José Basso,Rafael Del Bagno,"Julio Ahumada, Eduardo Rovira, Adolfo Francia, Andrés Natale","Mauricio Mise, Francisco Oréfice, Rodolfo Fernández, Domingo Serra, Leopoldo Marafiotti","Piano, Bass, 4 Bandoneons, 5 Violins"
José Basso,Orquesta José Basso,4/18/1961,Brazo De Oro,,Tango,Instrumental,Odeón,26220,LDS-818,José Basso,,,49-61 Odeón,José Basso,Rafael Del Bagno,"Julio Ahumada, Eduardo Rovira, Adolfo Francia, Andrés Natale","Mauricio Mise, Francisco Oréfice, Rodolfo Fernández, Domingo Serra, Leopoldo Marafiotti","Piano, Bass, 4 Bandoneons, 5 Violins"
José Basso,Orquesta José Basso,4/18/1961,El Firulete,,Milonga,Instrumental,Odeón,26221,LDS-818,"Mariano Mores, Fernando Caprio",Rodolfo Taboada,,49-61 Odeón,José Basso,Rafael Del Bagno,"Julio Ahumada, Eduardo Rovira, Adolfo Francia, Andrés Natale","Mauricio Mise, Francisco Oréfice, Rodolfo Fernández, Domingo Serra, Leopoldo Marafiotti","Piano, Bass, 4 Bandoneons, 5 Violins"
José Basso,Orquesta José Basso,4/18/1961,El Viejo Amor,,Tango,Floreal Ruiz,Odeón,26219,52725,José Tinelli,Alejandro Romay,,49-61 Odeón,José Basso,Rafael Del Bagno,"Julio Ahumada, Eduardo Rovira, Adolfo Francia, Andrés Natale","Mauricio Mise, Francisco Oréfice, Rodolfo Fernández, Domingo Serra, Leopoldo Marafiotti","Piano, Bass, 4 Bandoneons, 5 Violins"
José Basso,Orquesta José Basso,4/18/1961,Una Historia Más,,Tango,Alfredo Del Río,Odeón,26218,52725,"José Basso, Riel",Raúl Hormaza,,49-61 Odeón,José Basso,Rafael Del Bagno,"Julio Ahumada, Eduardo Rovira, Adolfo Francia, Andrés Natale","Mauricio Mise, Francisco Oréfice, Rodolfo Fernández, Domingo Serra, Leopoldo Marafiotti","Piano, Bass, 4 Bandoneons, 5 Violins"
José Basso,Orquesta José Basso,4/21/1961,Mala Junta,,Tango,Instrumental,Odeón,26247,LDS-818,"Julio De Caro, Pedro Laurenz",Juan Velich,,49-61 Odeón,José Basso,Rafael Del Bagno,"Julio Ahumada, Eduardo Rovira, Adolfo Francia, Andrés Natale","Mauricio Mise, Francisco Oréfice, Rodolfo Fernández, Domingo Serra, Leopoldo Marafiotti","Piano, Bass, 4 Bandoneons, 5 Violins"
José Basso,Orquesta José Basso,4/21/1961,Tierra Querida,,Tango,Instrumental,Odeón,26246,LDS-818,Julio De Caro,Luis Díaz,,49-61 Odeón,José Basso,Rafael Del Bagno,"Julio Ahumada, Eduardo Rovira, Adolfo Francia, Andrés Natale","Mauricio Mise, Francisco Oréfice, Rodolfo Fernández, Domingo Serra, Leopoldo Marafiotti","Piano, Bass, 4 Bandoneons, 5 Violins"
José Basso,Orquesta José Basso,4/25/1961,El Amanecer,,Tango,Instrumental,Odeón,26262,LDS-818,Roberto Firpo,,,49-61 Odeón,José Basso,Rafael Del Bagno,"Julio Ahumada, Eduardo Rovira, Adolfo Francia, Andrés Natale","Mauricio Mise, Francisco Oréfice, Rodolfo Fernández, Domingo Serra, Leopoldo Marafiotti","Piano, Bass, 4 Bandoneons, 5 Violins"
José Basso,Orquesta José Basso,4/25/1961,Yira Yira,,Tango,Instrumental,Odeón,26261,LDS-818,Enrique Discépolo,Enrique Discépolo,,49-61 Odeón,José Basso,Rafael Del Bagno,"Julio Ahumada, Eduardo Rovira, Adolfo Francia, Andrés Natale","Mauricio Mise, Francisco Oréfice, Rodolfo Fernández, Domingo Serra, Leopoldo Marafiotti","Piano, Bass, 4 Bandoneons, 5 Violins"
José Basso,Orquesta José Basso,4/28/1961,Caminito,,Tango,Instrumental,Odeón,26271,LDS-818,Juan Filiberto,Gabino Peñaloza,,49-61 Odeón,José Basso,Rafael Del Bagno,"Julio Ahumada, Eduardo Rovira, Adolfo Francia, Andrés Natale","Mauricio Mise, Francisco Oréfice, Rodolfo Fernández, Domingo Serra, Leopoldo Marafiotti","Piano, Bass, 4 Bandoneons, 5 Violins"
José Basso,Orquesta José Basso,4/28/1961,La Cumparsita,Si Supieras,Tango,Instrumental,Odeón,26272,LDS-818,Gerardo Rodríguez,"Pascual Contursi, Enrique Maroni, Gerardo Rodríguez",,49-61 Odeón,José Basso,Rafael Del Bagno,"Julio Ahumada, Eduardo Rovira, Adolfo Francia, Andrés Natale","Mauricio Mise, Francisco Oréfice, Rodolfo Fernández, Domingo Serra, Leopoldo Marafiotti","Piano, Bass, 4 Bandoneons, 5 Violins"
José Basso,Orquesta José Basso,5/5/1961,Sentimiento Gaucho,,Tango,Instrumental,Odeón,26308,LDS-818,"Francisco Canaro, Rafael Canaro",Juan Caruso,,49-61 Odeón,José Basso,Rafael Del Bagno,"Julio Ahumada, Eduardo Rovira, Adolfo Francia, Andrés Natale","Mauricio Mise, Francisco Oréfice, Rodolfo Fernández, Domingo Serra, Leopoldo Marafiotti","Piano, Bass, 4 Bandoneons, 5 Violins"
José Basso,Orquesta José Basso,5/5/1961,Una Lágrima Tuya,,Tango,Instrumental,Odeón,26309,LDS-818,Mariano Mores,Homero Manzi,,49-61 Odeón,José Basso,Rafael Del Bagno,"Julio Ahumada, Eduardo Rovira, Adolfo Francia, Andrés Natale","Mauricio Mise, Francisco Oréfice, Rodolfo Fernández, Domingo Serra, Leopoldo Marafiotti","Piano, Bass, 4 Bandoneons, 5 Violins"
José Basso,Orquesta José Basso,5/12/1961,Adiós Muchachos,,Tango,Instrumental,Odeón,26337,LDS-818,Julio Sanders,"César Vedani, Carol Raven",,49-61 Odeón,José Basso,Rafael Del Bagno,"Julio Ahumada, Eduardo Rovira, Adolfo Francia, Andrés Natale","Mauricio Mise, Francisco Oréfice, Rodolfo Fernández, Domingo Serra, Leopoldo Marafiotti","Piano, Bass, 4 Bandoneons, 5 Violins"
José Basso,Orquesta José Basso,5/12/1961,Volver,,Tango,Alfredo Del Río,Odeón,26336,LDS-818,Carlos Gardel,Alfredo Le Pera,,49-61 Odeón,José Basso,Rafael Del Bagno,"Julio Ahumada, Eduardo Rovira, Adolfo Francia, Andrés Natale","Mauricio Mise, Francisco Oréfice, Rodolfo Fernández, Domingo Serra, Leopoldo Marafiotti","Piano, Bass, 4 Bandoneons, 5 Violins"
José Basso,Orquesta José Basso,5/18/1961,Lo Han Visto Con Otra,,Tango,Floreal Ruiz,Odeón,26374,LDS-818,Horacio Pettorossi,Horacio Pettorossi,,49-61 Odeón,José Basso,Rafael Del Bagno,"Julio Ahumada, Eduardo Rovira, Adolfo Francia, Andrés Natale","Mauricio Mise, Francisco Oréfice, Rodolfo Fernández, Domingo Serra, Leopoldo Marafiotti","Piano, Bass, 4 Bandoneons, 5 Violins"
José Basso,Orquesta José Basso,5/18/1961,Uno,,Tango,Instrumental,Odeón,26375,LDS-818,Mariano Mores,Enrique Discépolo,,49-61 Odeón,José Basso,Rafael Del Bagno,"Julio Ahumada, Eduardo Rovira, Adolfo Francia, Andrés Natale","Mauricio Mise, Francisco Oréfice, Rodolfo Fernández, Domingo Serra, Leopoldo Marafiotti","Piano, Bass, 4 Bandoneons, 5 Violins"
José Basso,Orquesta José Basso,11/28/1961,Como Dos Extraños,,Tango,Floreal Ruiz,Odeón,27273,LDS-818,Pedro Laurenz,José Contursi,,49-61 Odeón,José Basso,Rafael Del Bagno,"Julio Ahumada, Eduardo Rovira, Adolfo Francia, Andrés Natale","Mauricio Mise, Francisco Oréfice, Rodolfo Fernández, Domingo Serra, Leopoldo Marafiotti","Piano, Bass, 4 Bandoneons, 5 Violins"
José Basso,Orquesta José Basso,11/28/1961,La Camelera,,Milonga,Instrumental,Odeón,27272,52748,José Basso,,,49-61 Odeón,José Basso,Rafael Del Bagno,"Julio Ahumada, Eduardo Rovira, Adolfo Francia, Andrés Natale","Mauricio Mise, Francisco Oréfice, Rodolfo Fernández, Domingo Serra, Leopoldo Marafiotti","Piano, Bass, 4 Bandoneons, 5 Violins"
José Basso,Pepe y su Cuarteto Loco,1961,Canaro en París,,Tango,Instrumental,Odeón,,51967,"Alejandro Scarpino, Juan Caldarella",José Scarpino,,61 Cuarteto Loco,José Basso,,,,
José Basso,Pepe y su Cuarteto Loco,1961,Don Juan,El Taita del Barrio,Tango,Instrumental,Odeón,,51930,Ernesto Ponzio,Ricardo Podestá,,61 Cuarteto Loco,José Basso,,,,
José Basso,Pepe y su Cuarteto Loco,1961,El Entrerriano,,Tango,Instrumental,Odeón,,51930,Rosendo Mendizábal,,,61 Cuarteto Loco,José Basso,,,,
José Basso,Pepe y su Cuarteto Loco,1961,Lágrimas y Sonrisas,,Vals,Instrumental,Odeón,,51967,Pascual De Gullo,,,61 Cuarteto Loco,José Basso,,,,
