Bandleader,Orchestra,Date,Title,AltTitle,Genre,Singer,Label,Master,Matrix,Disk,Composer,Author,Arranger,Grouping,Pianist,Bassist,Bandoneons,Strings,Lineup
Ángel D'Agostino,Orquesta Ángel D'Agostino,4/30/1943,Madre Hay Una Sola,,Tango,Ángel Vargas,Víctor,78rpm,84321,60-0066,Agustín Bardi,José De La Vega,,40-43 Initial Orquesta,Ángel D'Agostino,Francisco De Lorenzo,"Alfredo Attadía, Ismael Spitalnik, Miguel Bonano","Benjamin Holgado Barrios, Bernardo Weber, Vicente Russo","Piano, Bass, 3 Bandoneons, 3 Violins"
Ángel D'Agostino,Orquesta Ángel D'Agostino,4/30/1943,Me Llaman Tango,,Tango,Ángel Vargas,Víctor,78rpm,84322,60-0066,Emilio De Caro,Mario Soto,,40-43 Initial Orquesta,Ángel D'Agostino,Francisco De Lorenzo,"Alfredo Attadía, Ismael Spitalnik, Miguel Bonano","Benjamin Holgado Barrios, Bernardo Weber, Vicente Russo","Piano, Bass, 3 Bandoneons, 3 Violins"
Ángel D'Agostino,Orquesta Ángel D'Agostino,6/10/1943,El Trompito,,Tango,Ángel Vargas,Víctor,78rpm,77001,60-0102,Rosendo Luna,Rosendo Luna,,40-43 Initial Orquesta,Ángel D'Agostino,Francisco De Lorenzo,"Alfredo Attadía, Ismael Spitalnik, Miguel Bonano","Benjamin Holgado Barrios, Bernardo Weber, Vicente Russo","Piano, Bass, 3 Bandoneons, 3 Violins"
Ángel D'Agostino,Orquesta Ángel D'Agostino,6/10/1943,Tomo y Obligo,,Tango,Ángel Vargas,Víctor,78rpm,77002,60-0102,Carlos Gardel,Manuel Romero,,40-43 Initial Orquesta,Ángel D'Agostino,Francisco De Lorenzo,"Alfredo Attadía, Ismael Spitalnik, Miguel Bonano","Benjamin Holgado Barrios, Bernardo Weber, Vicente Russo","Piano, Bass, 3 Bandoneons, 3 Violins"
Ángel D'Agostino,Orquesta Ángel D'Agostino,8/10/1943,A Las Siete En El Café,A las 7 en el Café,Tango,Raúl Aldao,Víctor,78rpm,77138,60-0133,Armando Baliotti,Santiago Adamini,,43-46 Del Piano 1st Bando,Ángel D'Agostino,Romeo Molo,"Eduardo Del Piano, Salvador Cascone, Domingo Mattío, Alberto García, Mariano Rodas, Jacinto Nieves","Mario Perini, Victor Felice, Alberto Del Bagno, Alberto Del Monaco","Piano, Bass, 6 Bandoneons, 4 Violins"
Ángel D'Agostino,Orquesta Ángel D'Agostino,8/10/1943,Ronda de Tango,Ronda del Tango,Tango,Raúl Aldao,Víctor,78rpm,77139,60-0133,Martín Podestá,Martín Podestá,Eduardo Del Piano,43-46 Del Piano 1st Bando,Ángel D'Agostino,Romeo Molo,"Eduardo Del Piano, Salvador Cascone, Domingo Mattío, Alberto García, Mariano Rodas, Jacinto Nieves","Mario Perini, Victor Felice, Alberto Del Bagno, Alberto Del Monaco","Piano, Bass, 6 Bandoneons, 4 Violins"
Ángel D'Agostino,Orquesta Ángel D'Agostino,8/10/1943,Y Te Dejé Partir,,Tango,Raúl Aldao,Víctor,78rpm,77140,60-0204,"Ángel D'Agostino, Alfredo Attadía",José Contursi,Eduardo Del Piano,43-46 Del Piano 1st Bando,Ángel D'Agostino,Romeo Molo,"Eduardo Del Piano, Salvador Cascone, Domingo Mattío, Alberto García, Mariano Rodas, Jacinto Nieves","Mario Perini, Victor Felice, Alberto Del Bagno, Alberto Del Monaco","Piano, Bass, 6 Bandoneons, 4 Violins"
Ángel D'Agostino,Orquesta Ángel D'Agostino,9/9/1943,Cardo Azul,El Cardo Azul,Tango,Ángel Vargas,Víctor,78rpm,77207,60-0193,"Carlos Gardel, José Razzano","Carlos Gardel, José Razzano",Eduardo Del Piano,43-46 Del Piano 1st Bando,Ángel D'Agostino,Romeo Molo,"Eduardo Del Piano, Salvador Cascone, Domingo Mattío, Alberto García, Mariano Rodas, Jacinto Nieves","Mario Perini, Victor Felice, Alberto Del Bagno, Alberto Del Monaco","Piano, Bass, 6 Bandoneons, 4 Violins"
Ángel D'Agostino,Orquesta Ángel D'Agostino,9/3/1943,Qué Lento Corre El Tren,,Tango,Ángel Vargas,Víctor,78rpm,77208,60-0204,Alfredo De Ángelis,Carmelo Volpe,Eduardo Del Piano,43-46 Del Piano 1st Bando,Ángel D'Agostino,Romeo Molo,"Eduardo Del Piano, Salvador Cascone, Domingo Mattío, Alberto García, Mariano Rodas, Jacinto Nieves","Mario Perini, Victor Felice, Alberto Del Bagno, Alberto Del Monaco","Piano, Bass, 6 Bandoneons, 4 Violins"
Ángel D'Agostino,Orquesta Ángel D'Agostino,9/9/1943,Un Tango Argentino,,Tango,Ángel Vargas,Víctor,78rpm,77206,60-0193,Carmelo Santiago,Carmelo Santiago,Eduardo Del Piano,43-46 Del Piano 1st Bando,Ángel D'Agostino,Romeo Molo,"Eduardo Del Piano, Salvador Cascone, Domingo Mattío, Alberto García, Mariano Rodas, Jacinto Nieves","Mario Perini, Victor Felice, Alberto Del Bagno, Alberto Del Monaco","Piano, Bass, 6 Bandoneons, 4 Violins"
Ángel D'Agostino,Orquesta Ángel D'Agostino,9/9/1943,Cardo Azul,El Cardo Azul,Tango,Ángel Vargas,Víctor,78rpm,77207,60-0193,"Carlos Gardel, José Razzano","Carlos Gardel, José Razzano",Eduardo Del Piano,43-46 Del Piano 1st Bando,Ángel D'Agostino,Romeo Molo,"Eduardo Del Piano, Salvador Cascone, Domingo Mattío, Alberto García, Mariano Rodas, Jacinto Nieves","Mario Perini, Victor Felice, Alberto Del Bagno, Alberto Del Monaco","Piano, Bass, 6 Bandoneons, 4 Violins"
Ángel D'Agostino,Orquesta Ángel D'Agostino,9/3/1943,Qué Lento Corre El Tren,,Tango,Ángel Vargas,Víctor,78rpm,77208,60-0204,Alfredo De Ángelis,Carmelo Volpe,Eduardo Del Piano,43-46 Del Piano 1st Bando,Ángel D'Agostino,Romeo Molo,"Eduardo Del Piano, Salvador Cascone, Domingo Mattío, Alberto García, Mariano Rodas, Jacinto Nieves","Mario Perini, Victor Felice, Alberto Del Bagno, Alberto Del Monaco","Piano, Bass, 6 Bandoneons, 4 Violins"
Ángel D'Agostino,Orquesta Ángel D'Agostino,9/9/1943,Un Tango Argentino,,Tango,Ángel Vargas,Víctor,78rpm,77206,60-0193,Carmelo Santiago,Carmelo Santiago,Eduardo Del Piano,43-46 Del Piano 1st Bando,Ángel D'Agostino,Romeo Molo,"Eduardo Del Piano, Salvador Cascone, Domingo Mattío, Alberto García, Mariano Rodas, Jacinto Nieves","Mario Perini, Victor Felice, Alberto Del Bagno, Alberto Del Monaco","Piano, Bass, 6 Bandoneons, 4 Violins"
Ángel D'Agostino,Orquesta Ángel D'Agostino,11/15/1943,Cantando Olvidaré,,Tango,Ángel Vargas,Víctor,78rpm,77379,60-0265,"Ángel D'Agostino, Alfredo Attadía",Jesús Blanco,Eduardo Del Piano,43-46 Del Piano 1st Bando,Ángel D'Agostino,Romeo Molo,"Eduardo Del Piano, Salvador Cascone, Domingo Mattío, Alberto García, Mariano Rodas, Jacinto Nieves","Mario Perini, Victor Felice, Alberto Del Bagno, Alberto Del Monaco","Piano, Bass, 6 Bandoneons, 4 Violins"
